Back to Contents;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
Table 11; CPIH Weights: 2006 to 2018 1;;;;;;;;;;;;;;;;
;J4EU  ;01.1.4.5 Cheese and curd; ..; ..; ..; ..; ..; ..; ..; ..; ..;2,75;2,70;2,43;2,43;2,52;2,52
;J4F6  ;01.1.4.6 Other milk products; ..; ..; ..; ..; ..; ..; ..; ..; ..;1,65;1,60;1,44;1,44;1,62;1,62
;J4F7  ;01.1.4.7 Eggs; ..; ..; ..; ..; ..; ..; ..; ..; ..;1,10;1,00;0,90;0,90;0,90;0,90
;L5DL  ; 01.1.5 Oils and fats;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2
;J4F8  ;01.1.5.1 Butter; ..; ..; ..; ..; ..; ..; ..; ..; ..;0,72;0,72;0,72;0,72;0,72;0,72
;J4F9  ;01.1.5.2 Margarine and other vegetable fats; ..; ..; ..; ..; ..; ..; ..; ..; ..;0,76;0,76;0,76;0,76;0,68;0,68
;J4FA  ;01.1.5.3 Olive oil; ..; ..; ..; ..; ..; ..; ..; ..; ..;0,52;0,52;0,52;0,52;0,60;0,60
;L5DM  ; 01.1.6 Fruit;6;7;7;8;7;9;7;7;8;8;7;7;7;8;8
;J4FB  ;01.1.6.1 Fresh or chilled fruit; ..; ..; ..; ..; ..; ..; ..; ..; ..;5,60;5,60;5,60;5,60;6,48;6,48
;J4FF  ;01.1.6.3 Dried fruit and nuts; ..; ..; ..; ..; ..; ..; ..; ..; ..;1,12;1,12;1,12;1,12;1,20;1,20
;J4FH  ;01.1.6.4 Preserved fruit and fruit-based products; ..; ..; ..; ..; ..; ..; ..; ..; ..;0,28;0,28;0,28;0,28;0,32;0,32
;L5DN  ; 01.1.7 Vegetables including potatoes and tubers;11;11;12;13;12;13;12;12;12;12;11;10;10;10;10
;J4FI  ;01.1.7.1 Fresh or chilled vegetables other than potatoes; ..; ..; ..; ..; ..; ..; ..; ..; ..;4,92;4,51;4,10;4,10;4,10;4,10
;J4FJ  ;01.1.7.2 Frozen vegetables other than potatoes and other tubers; ..; ..; ..; ..; ..; ..; ..; ..; ..;0,48;0,44;0,40;0,40;0,40;0,40
;J4FK  ;01.1.7.3 Dried vegetables, other preserved or processed vegetables; ..; ..; ..; ..; ..; ..; ..; ..; ..;1,56;1,43;1,30;1,30;1,30;1,30
;J4FL  ;01.1.7.4 Potatoes; ..; ..; ..; ..; ..; ..; ..; ..; ..;2,04;1,87;1,70;1,70;1,70;1,70
;J4FM  ;01.1.7.5 Crisps; ..; ..; ..; ..; ..; ..; ..; ..; ..;2,76;2,53;2,30;2,30;2,30;2,30
;J4FO  ;01.1.7.6 Other tubers and products of tuber vegetables; ..; ..; ..; ..; ..; ..; ..; ..; ..;0,24;0,22;0,20;0,20;0,20;0,20
;L5DO  ; 01.1.8 Sugar, jam, syrups, chocolate and confectionery;9;9;9;11;9;10;9;9;10;10;10;10;10;10;11
;J4FP  ;01.1.8.1 Sugar; ..; ..; ..; ..; ..; ..; ..; ..; ..;0,40;0,60;0,60;0,60;0,50;0,55
;J4FQ  ;01.1.8.2 Jams, marmalades and honey; ..; ..; ..; ..; ..; ..; ..; ..; ..;0,50;0,70;0,70;0,70;0,90;0,99
;J4FS  ;01.1.8.3 Chocolate; ..; ..; ..; ..; ..; ..; ..; ..; ..;4,10;4,60;4,40;4,40;4,90;5,39
;J4FT  ;01.1.8.4 Confectionery products; ..; ..; ..; ..; ..; ..; ..; ..; ..;3,70;2,70;2,90;2,90;2,20;2,42
;J4FU  ;01.1.8.5 Edible ices and ice cream; ..; ..; ..; ..; ..; ..; ..; ..; ..;1,30;1,40;1,40;1,40;1,50;1,65
;L5DP  ; 01.1.9 Food products (nec);2;2;2;2;2;2;2;3;2;2;2;2;2;2;2
;J4FV  ;01.1.9.1 Sauces, condiments; ..; ..; ..; ..; ..; ..; ..; ..; ..;0,96;0,96;0,96;0,96;0,96;0,96
;J4FW  ;01.1.9.4 Ready-made meals; ..; ..; ..; ..; ..; ..; ..; ..; ..;0,72;0,72;0,72;0,72;0,72;0,72
;J4FX  ;01.1.9.9 Other food products nec; ..; ..; ..; ..; ..; ..; ..; ..; ..;0,32;0,32;0,32;0,32;0,32;0,32
;;;;;;;;;;;;;;;;;
;L5DQ  ;01.2 Non-alcoholic beverages;9;10;10;11;10;11;11;10;10;10;9;10;10;10;10
;L5DR  ;01.2.1 Coffee, tea and cocoa;2;2;2;3;3;3;3;2;2;2;2;3;3;3;3
;J4FZ  ;01.2.1.1 Coffee; ..; ..; ..; ..; ..; ..; ..; ..; ..;1,12;1,12;1,68;1,68;1,80;1,80
;J4G2  ;01.2.1.2 Tea; ..; ..; ..; ..; ..; ..; ..; ..; ..;0,70;0,70;1,05;1,05;0,96;0,96
;J4G5  ;01.2.1.3 Cocoa and powdered chocolate; ..; ..; ..; ..; ..; ..; ..; ..; ..;0,18;0,18;0,27;0,27;0,24;0,24
;L5DS  ;01.2.2 Mineral waters, soft drinks and juices;7;8;8;8;7;8;8;8;8;8;7;7;7;7;7
;J4G6  ;01.2.2.1 Mineral or spring waters; ..; ..; ..; ..; ..; ..; ..; ..; ..;0,64;0,56;0,56;0,56;0,70;0,70
;J4G7  ;01.2.2.2 Soft drinks; ..; ..; ..; ..; ..; ..; ..; ..; ..;4,56;3,99;3,99;3,99;4,06;4,06
;J4G8  ;01.2.2.3 Fruit and vegetable juices; ..; ..; ..; ..; ..; ..; ..; ..; ..;2,80;2,45;2,45;2,45;2,24;2,24
;;;;;;;;;;;;;;;;;
;L5DT  ;02.1 Alcoholic beverages;15;14;14;16;15;16;14;16;16;15;15;15;16;15;16
;L5DU  ;02.1.1 Spirits;4;4;4;4;4;4;4;5;5;4;4;4;5;4;5
;L5DV  ;02.1.2 Wine;7;7;7;8;7;8;7;7;7;7;7;7;7;7;7
;J4GA  ;02.1.2.1 Wine from grapes; ..; ..; ..; ..; ..; ..; ..; ..; ..;5,95;5,95;5,95;5,95;5,95;5,95
;J4GE  ;02.1.2.2 Wine from other fruits; ..; ..; ..; ..; ..; ..; ..; ..; ..;0,77;0,77;0,77;0,77;0,77;0,77
;J4GG  ;02.1.2.3 Fortified wines; ..; ..; ..; ..; ..; ..; ..; ..; ..;0,28;0,28;0,28;0,28;0,28;0,28
;L5DW  ;02.1.3 Beer;4;3;3;4;4;4;3;4;4;4;4;4;4;4;4
;J4GH  ;02.1.3.1 Lager beer; ..; ..; ..; ..; ..; ..; ..; ..; ..;3,32;3,32;3,32;3,32;3,32;3,32
;J4GI  ;02.1.3.2 Other alcoholic beer; ..; ..; ..; ..; ..; ..; ..; ..; ..;0,68;0,68;0,68;0,68;0,68;0,68
;;;;;;;;;;;;;;;;;
;L5DX;02.2 Tobacco;20;20;19;18;18;19;19;19;20;19;19;18;18;18;18
;J4GJ  ;02.2.0.1 Cigarettes; ..; ..; ..; ..; ..; ..; ..; ..; ..;16,34;16,34;15,48;15,48;15,48;15,48
;J4GK  ;02.2.0.2 Cigars; ..; ..; ..; ..; ..; ..; ..; ..; ..;0,19;0,19;0,18;0,18;0,18;0,18
;J4GL  ;02.2.0.3 Other tobacco products; ..; ..; ..; ..; ..; ..; ..; ..; ..;2,47;2,47;2,34;2,34;2,34;2,34
;;;;;;;;;;;;;;;;;
;L5DY  ;03.1 Clothing;44;43;44;38;38;44;46;48;49;49;50;50;49;49;47
;L5DZ  ;03.1.2 Garments;41;40;41;35;34;40;42;44;44;44;44;45;44;44;42
;J4GN  ;03.1.2.1 Garments for men; ..; ..; ..; ..; ..; ..; ..; ..; ..;12,04;12,32;12,60;12,32;12,32;11,76
;J4GO  ;03.1.2.2 Garments for women; ..; ..; ..; ..; ..; ..; ..; ..; ..;22,36;22,88;23,40;22,88;22,88;21,84
;J4H2  ;03.1.2.3 Garments for infants (0-2) and children (3-13); ..; ..; ..; ..; ..; ..; ..; ..; ..;8,60;8,80;9,00;8,80;8,80;8,40
;L5E2  ;03.1.3 Other clothing and clothing accessories;2;2;2;2;3;3;3;3;4;4;5;4;4;4;4
;J4HA  ;03.1.3.1 Other articles of clothing; ..; ..; ..; ..; ..; ..; ..; ..; ..;3,35;3,35;2,68;2,68;2,52;2,52
;J4HQ  ;03.1.3.2 Clothing accessories; ..; ..; ..; ..; ..; ..; ..; ..; ..;1,65;1,65;1,32;1,32;1,48;1,48
;L5E3  ;03.1.4 Cleaning, repair and hire of clothing;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
;J4HV  ;03.1.4.1 Cleaning of clothing; ..; ..; ..; ..; ..; ..; ..; ..; ..;0,83;0,83;0,83;0,83;0,83;0,83
;J4HW  ;03.1.4.2 Repair and hire of clothing; ..; ..; ..; ..; ..; ..; ..; ..; ..;0,17;0,17;0,17;0,17;0,17;0,17
;;;;;;;;;;;;;;;;;
;L5E4  ;03.2 Footwear including repairs;7;6;6;7;7;7;7;8;8;8;8;10;9;10;10
;J4HX  ;03.2.1.1 Footwear for men; ..; ..; ..; ..; ..; ..; ..; ..; ..;2,88;2,88;3,20;2,88;3,10;3,10
;J4HY  ;03.2.1.2 Footwear for women; ..; ..; ..; ..; ..; ..; ..; ..; ..;4,77;4,77;5,30;4,77;5,30;5,30
;J4HZ  ;03.2.1.3 Footwear for infants and children; ..; ..; ..; ..; ..; ..; ..; ..; ..;1,35;1,35;1,50;1,35;1,60;1,60
;;;;;;;;;;;;;;;;;
;L5E5  ;04.1 Actual rentals for housing;37;39;40;41;43;46;52;50;56;58;58;56;56;69;69
;;;;;;;;;;;;;;;;;
;L5PA; 04.2 Owner occupiers' housing costs;187;181;179;176;171;170;169;167;169;170;171;173;174;168;169
;;;;;;;;;;;;;;;;;
;L5E6  ;04.3 Regular maintenance and repair of the dwelling;15;14;14;15;14;15;12;13;2;2;2;2;2;2;2
;L5E7  ;04.3.1 Materials for maintenance and repair;9;8;8;8;8;9;7;8;1;1;1;1;1;1;1
;L5E8  ;04.3.2 Services for maintenance and repair;6;6;6;7;6;6;5;5;1;1;1;1;1;1;1
;J4I9  ;04.3.2.1 Services of plumbers; ..; ..; ..; ..; ..; ..; ..; ..; ..;0,70;0,70;0,35;0,35;0,35;0,35
;J4IA  ;04.3.2.2 Services of electricians; ..; ..; ..; ..; ..; ..; ..; ..; ..;0,44;0,44;0,22;0,22;0,22;0,22
;J4IB  ;04.3.2.4 Services of painters; ..; ..; ..; ..; ..; ..; ..; ..; ..;0,44;0,44;0,22;0,22;0,22;0,22
;J4IC  ;04.3.2.5 Services of carpenters; ..; ..; ..; ..; ..; ..; ..; ..; ..;0,42;0,42;0,21;0,21;0,21;0,21
;;;;;;;;;;;;;;;;;
;L5E9  ;04.4 Water supply and misc. services for the dwelling;8;8;8;8;9;8;8;9;10;9;9;9;9;9;9
;L5EA  ;04.4.1 Water supply;4;4;4;4;4;4;4;5;5;4;5;4;4;4;4
;L5EB  ;04.4.3 Sewerage collection;4;4;4;4;5;4;4;4;5;5;4;5;5;5;5
;;;;;;;;;;;;;;;;;
;L5EC  ;04.5 Electricity, gas and other fuels;25;31;29;37;37;36;44;40;37;34;28;27;27;27;27
;L5ED  ;04.5.1 Electricity;12;15;14;16;15;15;16;16;17;16;14;13;13;13;13
;L5EE  ;04.5.2 Gas;11;14;12;19;20;18;25;21;17;16;12;12;12;12;12
;J4IH  ;04.5.2.1 Natural gas and town gas; ..; ..; ..; ..; ..; ..; ..; ..; ..;16,66;11,76;11,76;11,76;11,76;11,76
;J4IJ  ;04.5.2.2 Liquefied hydrocarbons (butane, propane, etc.); ..; ..; ..; ..; ..; ..; ..; ..; ..;0,34;0,24;0,24;0,24;0,24;0,24
;L5EF  ;04.5.3 Liquid fuels;1;1;2;1;1;2;2;2;2;1;1;1;1;1;1
;L5EG  ;04.5.4 Solid fuels;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
;;;;;;;;;;;;;;;;;
;DHZC;04.9  Council Tax and rates;26;26;26;26;26;27;26;25;25;26;26;26;26;25;25
;;;;;;;;;;;;;;;;;
;L5EH  ;05.1 Furniture, furnishings and carpets;25;23;22;21;20;18;16;16;17;16;16;19;18;19;18
;L5EI  ;05.1.1 Furniture and furnishings;20;18;17;16;15;14;13;13;13;12;13;16;15;15;14
;J4IM  ;05.1.1.1 Household furniture; ..; ..; ..; ..; ..; ..; ..; ..; ..;12,74;12,74;14,56;13,65;13,65;12,74
;J4IN  ;05.1.1.2 Garden furniture; ..; ..; ..; ..; ..; ..; ..; ..; ..;0,28;0,28;0,32;0,30;0,30;0,28
;J4IO  ;05.1.1.3 Lighting equipment; ..; ..; ..; ..; ..; ..; ..; ..; ..;0,56;0,56;0,64;0,60;0,60;0,56
;J4IP  ;05.1.1.9 Other furniture and furnishings; ..; ..; ..; ..; ..; ..; ..; ..; ..;0,42;0,42;0,48;0,45;0,45;0,42
;L5EJ  ;05.1.2 Carpets and other floor coverings;5;5;5;5;5;4;3;3;4;4;3;3;3;4;4
;J4IQ  ;05.1.2.1 Carpets and rugs; ..; ..; ..; ..; ..; ..; ..; ..; ..;2,76;2,76;2,76;2,76;3,24;3,24
;J4IS  ;05.1.2.2 Other floor coverings; ..; ..; ..; ..; ..; ..; ..; ..; ..;0,24;0,24;0,24;0,24;0,76;0,76
;;;;;;;;;;;;;;;;;
;L5EK  ;05.2 Household textiles;6;6;6;6;6;6;6;6;6;5;6;6;6;6;5
;J4IU  ;05.2.0.1 Furnishings fabrics and curtains; ..; ..; ..; ..; ..; ..; ..; ..; ..;1,70;2,04;2,04;2,04;2,04;1,70
;J4IV  ;05.2.0.2 Bed linen; ..; ..; ..; ..; ..; ..; ..; ..; ..;2,45;2,94;2,94;2,94;2,94;2,45
;J4IW  ;05.2.0.3 Table linen and bathroom linen; ..; ..; ..; ..; ..; ..; ..; ..; ..;0,85;1,02;1,02;1,02;1,02;0,85
;;;;;;;;;;;;;;;;;
;L5EL  ;05.3 Household appliances, fitting and repairs ;7;6;7;8;8;7;7;7;7;6;7;7;7;7;7
;L5EM  ;05.3.1/2 Major appliances and small electric goods;6;5;6;7;7;6;6;6;6;5;6;6;6;6;6
;J4IX  ;05.3.1.1 Refrigerators, freezers and fridge-freezers; ..; ..; ..; ..; ..; ..; ..; ..; ..;0,96;0,78;0,84;0,84;0,60;0,60
;J4IY  ;05.3.1.2 Clothes washing machines, clothes drying machines and dish washing machines; ..; ..; ..; ..; ..; ..; ..; ..; ..;1,62;1,44;1,44;1,44;1,38;1,38
;J4IZ  ;05.3.1.3 Cookers; ..; ..; ..; ..; ..; ..; ..; ..; ..;0,90;0,78;0,78;0,78;0,96;0,96
;J4J2  ;05.3.1.4 Heaters, air conditioners; ..; ..; ..; ..; ..; ..; ..; ..; ..;1,26;1,20;1,20;1,20;0,78;0,78
;J4J3  ;05.3.1.5 Cleaning equipment; ..; ..; ..; ..; ..; ..; ..; ..; ..;0,54;0,96;0,90;0,90;1,38;1,38
;J4J7  ;05.3.2.2 Coffee machines, tea makers and similar appliances; ..; ..; ..; ..; ..; ..; ..; ..; ..;0,36;0,48;0,48;0,48;0,54;0,54
;J4J8  ;05.3.2.3 Irons; ..; ..; ..; ..; ..; ..; ..; ..; ..;0,18;0,18;0,18;0,18;0,18;0,18
;J4J9  ;05.3.2.9 Other small electric household appliances; ..; ..; ..; ..; ..; ..; ..; ..; ..;0,18;0,18;0,18;0,18;0,18;0,18
;L5EN  ;05.3.3 Repair of household appliances;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
;;;;;;;;;;;;;;;;;
;L5EO  ;05.4 Glassware, tableware and household utensils;6;5;6;4;5;4;4;4;5;5;5;5;4;4;4
;J4JB  ;05.4.0.1 Glassware, crystal-ware, ceramic ware and chinaware; ..; ..; ..; ..; ..; ..; ..; ..; ..;1,75;1,75;1,75;1,40;1,40;1,40
;J4JC  ;05.4.0.2 Cutlery, flatware and silverware; ..; ..; ..; ..; ..; ..; ..; ..; ..;0,25;0,25;0,25;0,20;0,20;0,20
;J4JD  ;05.4.0.3 Non electric kitchen utensils and articles; ..; ..; ..; ..; ..; ..; ..; ..; ..;3,00;3,00;3,00;2,40;2,40;2,40
;;;;;;;;;;;;;;;;;
;L5EP  ;05.5 Tools and equipment for house and garden;5;5;4;5;6;5;4;4;3;4;4;4;4;4;4
;J4JE  ;05.5.1.1 Motorised major tools and equipment; ..; ..; ..; ..; ..; ..; ..; ..; ..;0,65;0,65;0,52;0,52;0,76;0,76
;J4JG  ;05.5.1.2 Repair, leasing and rental of major tools and equipment; ..; ..; ..; ..; ..; ..; ..; ..; ..;0,20;0,20;0,16;0,16;0,24;0,24
;J4K3  ;05.5.2.1 Non-motorised small tools; ..; ..; ..; ..; ..; ..; ..; ..; ..;0,90;0,90;0,72;0,72;0,64;0,64
;J4K4  ;05.5.2.2 Miscellaneous small tool accessories; ..; ..; ..; ..; ..; ..; ..; ..; ..;3,25;3,25;2,60;2,60;2,36;2,36
;;;;;;;;;;;;;;;;;
;L5EQ  ;05.6 Goods and services for routine maintenance;8;8;8;9;7;8;11;10;10;10;11;10;10;10;10
;L5ER  ;05.6.1 Non-durable household goods;4;4;4;5;4;5;4;4;4;4;4;4;4;4;4
;J4K6  ;05.6.1.1 Cleaning and maintanance products; ..; ..; ..; ..; ..; ..; ..; ..; ..;3,04;3,04;3,04;3,04;3,04;3,04
;J4K7  ;05.6.1.2 Other non-durable small household articles; ..; ..; ..; ..; ..; ..; ..; ..; ..;0,96;0,96;0,96;0,96;0,96;0,96
;L5ES  ;05.6.2 Domestic services and household services;4;4;4;4;3;3;7;6;6;6;7;6;6;6;6
;J4KC  ;05.6.2.1 Domestic services by paid staff; ..; ..; ..; ..; ..; ..; ..; ..; ..;3,18;3,96;3,96;3,96;4,74;4,74
;J4KD  ;05.6.2.9 Other domestic services and household services; ..; ..; ..; ..; ..; ..; ..; ..; ..;2,82;2,04;2,04;2,04;1,26;1,26
;;;;;;;;;;;;;;;;;
;L5ET  ;06.1 Medical products, appliances and equipment;9;8;8;7;8;8;8;8;9;10;10;10;10;9;9
;L5EU  ;06.1.1 Pharmaceutical products;4;4;4;4;5;4;5;5;5;6;6;6;6;5;5
;L5EV  ;06.1.2/3 Other medical and therapeutic equipment;5;4;4;3;3;4;3;3;4;4;4;4;4;4;4
;J4KF  ;06.1.2.1 Pregnancy tests and mechanical contraceptive devices; ..; ..; ..; ..; ..; ..; ..; ..; ..;0,36;0,36;0,48;0,48;0,48;0,48
;J4KG  ;06.1.2.9 Other medical products n.e.c; ..; ..; ..; ..; ..; ..; ..; ..; ..;0,44;0,44;0,52;0,52;0,52;0,52
;J4KH  ;06.1.3.1 Corrective eye-glasses and contact lenses; ..; ..; ..; ..; ..; ..; ..; ..; ..;3,20;3,20;3,00;3,00;3,00;3,00
;;;;;;;;;;;;;;;;;
;L5EW  ;06.2 Out-patient services;4;4;4;4;3;4;4;5;4;4;5;5;5;7;7
;L5EX  ;06.2.1/3 Medical services & paramedical services;2;2;2;2;1;2;2;3;2;2;3;3;3;4;4
;L5EY  ;06.2.2 Dental services;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3
;;;;;;;;;;;;;;;;;
;L5EZ  ;06.3 Hospital services;7;7;7;6;6;7;7;7;6;6;7;6;6;5;5
;;;;;;;;;;;;;;;;;
;L5F2  ;07.1 Purchase of vehicles;40;39;38;36;38;35;34;30;35;34;35;37;37;38;38
;L5F3  ;07.1.1A New cars;24;22;21;20;18;20;19;17;19;20;20;21;21;22;22
;L5F4  ;07.1.1B Second-hand cars;14;15;15;14;18;13;13;11;14;12;13;14;14;14;14
;L5F5  ;07.1.2/3 Motorcycles and bicycles;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
;J4KK  ;07.1.2.0 Motor cycles ; ..; ..; ..; ..; ..; ..; ..; ..; ..;0,66;0,66;0,66;0,66;1,00;1,00
;J4KL  ;07.1.3.0 Bicycles ; ..; ..; ..; ..; ..; ..; ..; ..; ..;1,34;1,34;1,34;1,34;1,00;1,00
;;;;;;;;;;;;;;;;;
;L5F6  ;07.2 Operation of personal transport equipment ;57;56;57;56;63;64;72;65;63;61;58;60;61;57;58
;L5F7  ;07.2.1 Spare parts and accessories;5;4;4;4;4;5;4;4;4;4;4;4;4;4;4
;J4KM  ;07.2.1.1 Tyres; ..; ..; ..; ..; ..; ..; ..; ..; ..;0,68;0,68;0,68;0,68;0,68;0,68
;J4KN  ;07.2.1.2 Spare parts for personal transport; ..; ..; ..; ..; ..; ..; ..; ..; ..;3,32;3,32;3,32;3,32;3,32;3,32
;L5F8  ;07.2.2 Fuels and lubricants;28;28;30;27;33;34;37;32;29;28;25;25;26;24;25
;J4KQ  ;07.2.2.1 Diesel; ..; ..; ..; ..; ..; ..; ..; ..; ..;9,28;8,00;9,00;9,36;8,64;9,00
;J4KS  ;07.2.2.2 Petrol; ..; ..; ..; ..; ..; ..; ..; ..; ..;19,43;16,75;15,75;16,38;15,12;15,75
;J4KW  ;07.2.2.4 Lubricants; ..; ..; ..; ..; ..; ..; ..; ..; ..;0,29;0,25;0,25;0,26;0,24;0,25
;L5F9  ;07.2.3 Maintenance and repairs;19;19;18;19;20;19;18;18;19;18;18;20;20;19;19
;L5FA  ;07.2.4 Other services;5;5;5;6;6;6;13;11;11;11;11;11;11;10;10
;J4L4  ;07.2.4.1 Hire of garages, parking spaces and personal transport equipment; ..; ..; ..; ..; ..; ..; ..; ..; ..;2,75;2,64;2,75;2,75;1,70;1,70
;J4L8  ;07.2.4.2 Toll facilities and parking meters; ..; ..; ..; ..; ..; ..; ..; ..; ..;1,43;0,99;1,21;1,21;0,80;0,80
;J4LN  ;07.2.4.3 Driving lessons, test licences and road worthiness tests; ..; ..; ..; ..; ..; ..; ..; ..; ..;6,82;7,37;7,04;7,04;7,50;7,50
;;;;;;;;;;;;;;;;;
;L5FB  ;07.3 Transport services;24;24;26;27;28;27;24;23;26;26;29;30;28;29;28
;L5FC  ;07.3.1 Passenger transport by railway;6;6;6;7;7;7;7;7;9;10;10;11;11;10;11
;J4LO  ;07.3.1.1 Passenger transport by train; ..; ..; ..; ..; ..; ..; ..; ..; ..;7,40;7,40;8,14;8,14;7,40;8,14
