Back to Contents;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
Table 24; CPI Detailed annual changes: 2004 to 2017;;;;;;;;;;;;;;;
;D7IC; 05.1.1 Furniture and furnishings;0,2;1,2;0,6;2,4;2,8;2,6;2,7;3,0;2,4;0,5;0,4;0,2;-0,2;3,6
;D7ID; 05.1.2 Carpets and other floor coverings;2,2;0,7;0,6;0,1;5,1;2,5;3,5;4,7;5,1;1,3;0,9;-2,1;2,7;3,1
;;;;;;;;;;;;;;;;
;D7GV; 05.2 Household textiles;-0,3;-4,0;-4,7;-2,7;-2,1;0,2;1,2;5,6;1,8;0,4;-1,3;-0,2;-1,9;1,3
;;;;;;;;;;;;;;;;
;D7GW; 05.3 Household appliances, fitting and repairs ;-2,0;-1,8;-4,2;0,7;0,3;5,6;4,0;2,3;0,5;0,2;-0,8;-0,5;1,2;3,4
;D7IF; 05.3.1/2 Major appliances and small electric goods;-2,6;-2,5;-4,9;0,5;-0,2;6,1;4,2;2,3;0,5;0,6;-0,7;-0,5;1,1;3,8
;D7IG; 05.3.3 Repair of household appliances;3,5;3,8;1,4;1,7;5,1;1,4;2,7;2,3;-;-3,4;-1,9;-0,5;1,8;1,0
;;;;;;;;;;;;;;;;
;D7GX; 05.4 Glassware, tableware and household utensils;-0,9;-3,9;-1,6;1,4;1,2;2,4;4,0;4,9;1,6;0,8;2,0;-0,5;-1,8;1,2
;;;;;;;;;;;;;;;;
;D7GY; 05.5 Tools and equipment for house and garden;-1,8;-2,3;0,9;1,2;0,9;2,2;3,3;12,1;7,4;-1,1;3,2;1,3;-0,9;2,5
;;;;;;;;;;;;;;;;
;D7GZ; 05.6 Goods and services for routine maintenance;0,9;2,0;4,0;3,7;3,9;4,9;2,7;4,4;2,6;1,7;2,0;0,9;0,3;2,1
;D7IH; 05.6.1 Non-durable household goods;-4,0;-0,4;3,4;2,1;3,4;7,3;3,3;6,3;2,8;1,3;0,7;-2,7;-4,7;1,3
;D7II; 05.6.2 Domestic services and household services;5,6;4,4;4,6;5,0;4,3;2,1;1,9;1,7;1,6;1,9;2,7;3,2;3,4;2,6
;;;;;;;;;;;;;;;;
;D7NO; 06.1 Medical products, appliances and equipment;-0,6;-;-0,5;1,1;0,8;1,2;0,6;1,7;1,4;0,3;2,3;1,5;1,2;1,5
;D7NP; 06.1.1 Pharmaceutical products;-1,2;-0,5;0,1;1,2;0,6;1,9;0,2;2,6;1,9;1,1;2,3;1,8;1,8;2,1
;D7NQ; 06.1.2/3 Other medical and therapeutic equipment;-0,2;0,1;-1,0;1,2;1,1;0,3;1,0;0,5;0,5;-0,8;2,2;1,0;0,3;0,7
;;;;;;;;;;;;;;;;
;D7NR; 06.2 Out-patient services;0,2;5,3;4,5;3,7;3,1;2,2;1,6;2,4;1,8;2,1;1,7;1,4;2,1;2,3
;D7NS; 06.2.1/3 Medical services & paramedical services;-2,8;5,9;3,6;2,2;3,0;1,6;1,6;2,1;1,2;1,6;1,3;0,6;1,4;0,9
;D7NT; 06.2.2 Dental services;4,5;4,7;5,5;5,5;3,2;2,8;1,7;2,7;2,6;2,5;2,1;2,4;2,9;3,8
;;;;;;;;;;;;;;;;
;D7NU; 06.3 Hospital services;5,9;5,7;6,4;5,9;5,7;4,8;6,5;5,9;5,4;5,1;4,2;3,0;3,7;4,6
;;;;;;;;;;;;;;;;
;D7H2; 07.1 Purchase of vehicles;0,2;-1,1;-0,5;-0,1;-2,1;1,3;4,3;0,8;-0,7;-0,9;0,3;-0,9;-1,5;1,4
;D7IK; 07.1.1A New cars;2,3;1,7;0,9;1,5;1,2;1,3;3,4;3,3;0,8;-0,5;0,9;2,0;0,6;3,0
;D7IL; 07.1.1B Second hand cars;-3,6;-5,7;-2,9;-2,7;-7,2;-1,0;6,1;-2,3;-2,9;-1,9;-0,8;-5,6;-5,0;-1,5
;D7IM; 07.1.2/3 Motorcycles and bicycles;2,3;-2,6;-1,1;0,4;2,1;11,6;2,5;3,0;-1,7;1,1;2,3;0,9;-1,9;4,0
;;;;;;;;;;;;;;;;
;D7H3; 07.2 Operation of personal transport equipment ;5,5;7,1;5,5;3,7;9,8;-2,7;10,4;9,8;1,6;0,2;-1,4;-5,2;0,2;5,5
;D7IN; 07.2.1 Spare parts and accessories;1,4;1,9;2,7;0,4;2,3;3,5;4,0;4,0;0,9;1,0;1,1;-1,1;0,8;2,8
;D7IO; 07.2.2 Fuels and lubricants;5,6;8,8;5,5;2,9;14,8;-7,8;16,7;14,7;2,0;-1,1;-5,0;-13,2;-2,4;8,2
;D7IP; 07.2.3 Maintenance and repairs;6,8;6,7;6,2;5,0;5,4;3,1;4,1;4,6;1,6;1,8;2,2;2,2;1,7;2,2
;D7IQ; 07.2.4 Other services;3,9;4,7;4,3;5,0;2,5;2,1;2,9;3,9;0,7;1,6;2,0;1,2;3,2;5,2
;;;;;;;;;;;;;;;;
;D7H4; 07.3 Transport services;3,7;6,5;2,3;5,8;7,8;7,1;8,8;11,5;6,7;5,4;4,2;3,4;3,7;5,8
;D7IR; 07.3.1 Passenger transport by railway;4,2;3,8;4,2;5,0;4,4;5,6;8,2;6,8;5,0;3,9;3,3;2,3;0,1;2,7
;D7IS; 07.3.2 Passenger transport by road;4,5;5,6;2,7;4,7;4,8;3,8;3,0;5,3;4,4;2,3;1,5;2,2;3,0;8,6
;D7IT; 07.3.3 Passenger transport by air;-4,4;5,5;-4,3;2,3;13,3;-0,2;12,8;11,5;4,4;6,7;2,7;7,4;-2,0;-2,3
;D7IU; 07.3.4 Passenger transport by sea and inland waterway;-3,2;-7,5;7,0;13,1;2,9;13,4;0,9;5,9;4,1;3,0;4,2;4,4;8,7;0,3
;;;;;;;;;;;;;;;;
;D7H5; 08.1 Postal services;3,2;3,8;8,3;10,5;6,6;9,1;5,9;9,1;18,4;11,8;4,3;1,8;1,6;1,8
;;;;;;;;;;;;;;;;
;D7IY; 08.2/3 Telephone and telefax equipment and services;-1,0;-2,8;-0,2;-3,9;-3,0;0,6;4,8;3,7;3,5;2,6;1,1;1,4;2,8;1,8
;;;;;;;;;;;;;;;;
;D7H6; 09.1 Audio-visual equipment and related products;-10,4;-11,6;-10,6;-10,8;-13,5;-11,0;-5,4;-9,8;-7,8;-5,0;-4,2;-8,8;-5,2;1,2
;D7IZ; 09.1.1 Reception and reproduction of sound and pictures;-11,2;-12,6;-13,4;-12,0;-14,0;-6,8;-7,5;-8,9;-6,9;-5,4;-5,2;-8,1;-4,3;6,2
;D7J2; 09.1.2 Photographic, cinematographic and optical equipment;-8,7;-18,8;-23,9;-23,6;-24,1;-21,4;-15,2;-20,5;-29,5;-15,4;-10,5;-9,8;-7,9;4,7
;D7J3; 09.1.3 Data processing equipment;-20,6;-20,2;-12,9;-19,1;-23,4;-13,4;-4,0;-13,7;-9,8;-7,8;-3,9;-14,7;-9,9;-1,1
;D7J6; 09.1.4 Recording media;-5,8;-4,2;-2,8;-0,7;-6,1;-11,9;-1,4;-2,0;4,8;3,0;-2,3;-2,1;1,6;1,3
;D7J5; 09.1.5 Repair of audio-visual equipment & related products;5,0;5,7;3,6;3,9;3,3;0,7;2,5;2,0;1,2;1,2;-0,1;1,4;0,7;1,0
;;;;;;;;;;;;;;;;
;D7H7; 09.2 Other major durables for recreation & culture;3,3;1,2;0,2;0,7;2,0;3,5;4,7;4,0;3,3;1,1;2,0;1,7;1,2;4,5
;D7NV; 09.2.1/2 Major durables for in/outdoor recreation;3,3;1,2;0,2;0,7;2,0;3,5;4,7;4,0;3,3;1,1;2,0;1,7;1,2;4,5
;;;;;;;;;;;;;;;;
;D7H8; 09.3 Other recreational items, gardens and pets;-2,4;-1,8;-2,0;-0,8;-0,4;1,8;1,0;-0,9;-0,1;0,4;0,4;-1,2;-0,5;0,2
;D7NX; 09.3.1 Games, toys and hobbies;-4,5;-2,9;-4,1;-2,6;-3,0;0,8;-0,7;-4,2;-0,9;0,1;-0,6;-1,9;-1,0;-0,7
;D7NY; 09.3.2 Equipment for sport and open-air recreation;-3,7;-5,8;-2,2;0,5;0,2;1,3;-0,4;0,3;-1,3;0,8;1,7;-1,5;-0,1;-0,5
;D7J7; 09.3.3 Gardens, plants and flowers;0,0;-1,3;-0,4;1,0;2,5;1,3;5,6;3,6;0,9;-2,9;0,6;-1,0;-0,5;1,0
;D7J8; 09.3.4/5 Pets, related products and services;1,1;2,8;3,3;2,8;5,3;5,2;4,0;5,4;2,0;2,4;2,3;0,5;0,1;2,6
;;;;;;;;;;;;;;;;
;D7H9; 09.4 Recreational and cultural services;2,4;3,7;4,6;4,1;3,0;3,9;3,8;5,0;3,0;3,6;2,9;3,0;4,2;1,7
;D7NZ; 09.4.1 Recreational and sporting services;2,9;4,5;5,0;4,6;5,2;3,4;3,1;4,7;3,3;3,8;2,4;3,6;4,5;3,0
;D7O2; 09.4.2 Cultural services;2,3;3,4;4,4;3,9;2,0;4,1;4,2;4,9;2,9;3,5;3,1;2,7;4,1;1,2
;;;;;;;;;;;;;;;;
;D7O3; 09.5 Books, newspapers and stationery;2,2;0,7;3,4;2,0;4,6;3,2;3,7;3,5;1,2;4,3;5,3;2,0;3,0;4,8
;D7O4; 09.5.1 Books;1,8;0,9;2,5;2,7;6,7;-0,9;3,9;1,9;-4,1;2,7;7,4;1,4;2,1;6,5
;D7O5; 09.5.2 Newspapers and periodicals;4,1;1,5;6,3;3,6;4,9;4,5;2,5;3,4;4,8;6,7;6,6;3,7;4,5;5,0
;D7O6; 09.5.3/4 Misc. printed matter, stationery, drawing materials;-;-0,5;0,2;-1,3;1,9;5,1;5,5;4,3;1,7;2,8;2,0;0,5;1,9;4,3
;;;;;;;;;;;;;;;;
;D7O7; 09.6 Package holidays;-0,3;1,5;-0,8;1,0;3,9;6,6;5,1;2,4;3,2;3,1;0,7;0,8; -;2,1
;;;;;;;;;;;;;;;;
;D7GH; 10.0 Education;4,8;4,9;7,3;13,7;11,7;7,6;5,3;5,2;8,7;17,2;10,2;8,5;4,7;3,8
;;;;;;;;;;;;;;;;
;D7HA; 11.1 Catering services;2,7;3,0;3,0;3,6;4,1;2,8;3,1;4,7;3,2;2,8;2,4;1,5;2,2;2,8
;D7JA; 11.1.1 Restaurants & cafes;2,7;3,0;3,0;3,4;4,2;3,0;3,2;4,8;3,3;2,8;2,5;1,7;2,3;2,9
;D7JB; 11.1.2 Canteens;3,0;3,3;2,8;4,8;3,4;1,6;2,6;3,9;2,5;2,8;1,7;-0,7;1,3;1,5
;;;;;;;;;;;;;;;;
;D7HB; 11.2 Accommodation services;4,3;5,6;4,7;3,2;2,0;-0,5;1,2;3,2;2,6;2,1;2,3;3,7;3,4;4,1
;;;;;;;;;;;;;;;;
;D7HC; 12.1 Personal care;-0,5;0,6;2,0;2,5;2,2;2,4;2,5;2,9;1,0;0,2;-0,3;-0,6;-0,6; -
;D7JC; 12.1.1 Hairdressing and personal grooming establishments;4,7;4,7;3,6;3,7;3,7;1,5;2,7;3,5;1,5;1,3;1,5;1,8;2,1;2,1
;D7JD; 12.1.2/3 Appliances and products for personal care;-2,4;-0,9;1,5;2,1;1,7;2,7;2,5;2,7;0,8;-0,2;-0,9;-1,4;-1,4;-0,7
;;;;;;;;;;;;;;;;
;D7O8; 12.3 Personal effects (nec);-0,3;-0,8;2,4;3,0;4,2;4,0;4,0;5,2;5,4;2,6;0,1;-0,3;-0,3;3,2
;D7O9; 12.3.1 Jewellery, clocks and watches;1,2;-1,1;4,3;3,5;5,6;5,4;6,5;7,5;7,4;2,5;-0,2;-0,6;1,2;4,7
;D7OA; 12.3.2 Other personal effects;-3,4;-0,2;-0,7;1,8;1,1;0,6;-1,7;-0,2;1,6;2,7;0,5;0,1;-1,9;0,9
;;;;;;;;;;;;;;;;
;D7HE; 12.4 Social protection;5,7;5,9;5,4;5,6;4,8;4,6;3,2;3,0;2,6;2,2;2,9;3,7;3,3;4,1
;;;;;;;;;;;;;;;;
;D7HF; 12.5 Insurance;2,7;-0,3;1,6;3,9;2,5;7,2;18,0;13,8;3,2;-;2,7;1,6;8,3;6,5
;D7JE; 12.5.2 House contents insurance;2,5;-2,2;0,6;2,6;0,1;2,9;4,7;0,7;-2,2;-5,9;-0,5;-2,9;0,7;1,8
;D7OD; 12.5.3 Health insurance;5,0;3,8;7,1;7,2;6,3;5,5;9,5;6,8;7,8;6,9;5,2;3,3;7,3;4,2
;D7JF; 12.5.4 Transport insurance;1,1;-1,7;-;3,2;1,8;10,3;30,7;23,3;0,7;-1,6;2,0;3,0;11,9;10,9
;;;;;;;;;;;;;;;;
;D7HG; 12.6 Financial services (nec);4,3;7,5;4,4;-1,3;0,2;-0,3;-3,6;-3,1;1,5;0,1;-3,1;-2,3;-0,2;-1,2
;D7HD; 12.6.2 Other financial services (nec);4,3;7,5;4,4;-1,3;0,2;-0,3;-3,6;-3,1;1,5;0,1;-3,1;-2,3;-0,2;-1,2
;;;;;;;;;;;;;;;;
;D7OB; 12.7 Other services (nec);7,9;8,1;6,1;3,7;5,0;0,2;3,8;4,0;2,2;3,0;0,4;1,4;0,3;-1,5
;;;;;;;;;;;;;;;;
; Key:    - zero or negligible   ..  not available (nec) not elsewhere covered;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;Source: ; ;;;;;;;;;;;;;;
;Office for National Statistics;;;;;;;;;;;;;;;
;Prices Division;;;;;;;;;;;;;;;
;2.001 Cardiff Road;;;;;;;;;;;;;;;
;Newport;;;;;;;;;;;;;;;
;South Wales;;;;;;;;;;;;;;;
;NP10 8XG;;;;;;;;;;;;;;;
;Tel: +44 (0) 1633 456900;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;http://www.ons.gov.uk;;;;;;;;;;;;;;;
