Back to Contents;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
Table 14;CPIH: Detailed goods and services breakdown: latest 13 months 1, 2;;;;;;;;;;;;;;;
;L55W  ; Communication;1,8;2,2;2,0;1,7;1,8;1,0;1,2;-0,3;-0,3;1,0;0,7;0,7;1,6;0,3
;;;;;;;;;;;;;;;;
;L5LI  ; Recreational & personal services;2,7;2,9;2,9;2,9;3,1;3,1;3,3;2,9;3,2;3,2;3,0;3,1;3,1;3,4
;L5LJ  ; Package holidays & accommodation;2,9;4,1;3,5;4,1;4,5;4,2;4,1;3,2;4,0;3,6;3,3;3,4;3,3;3,6
;L5LK  ; Other recreational & personal services;2,5;2,3;2,5;2,3;2,4;2,5;2,9;2,8;2,9;3,0;2,8;3,0;2,9;3,3
;L58S  ; Catering services;2,8;2,8;2,9;3,0;3,0;3,0;3,0;2,9;2,7;2,8;2,8;2,9;2,8;2,9
;L5LL  ; Non-catering recreational & personal services;1,8;1,3;1,4;0,8;1,0;1,3;2,6;2,6;3,3;3,4;2,9;3,4;3,3;4,3
;;;;;;;;;;;;;;;;
;L5M9  ; Miscellaneous & other services;2,2;2,6;2,1;1,6;1,4;1,6;1,6;1,5;1,5;1,5;1,4;1,4;0,7;0,7
;L5LM; Miscellaneous services;1,0;1,4;1,3;0,2;-0,1;0,1;0,4;0,3;0,2;0,2;0,2;0,1;-1,1;-1,0
;L5LF  ; Medical services;3,4;3,3;3,3;4,6;4,5;4,6;3,5;3,5;3,6;3,4;3,3;3,4;3,1;3,1
;L55Y  ; Education;3,8;4,3;2,9;2,8;2,8;2,8;2,8;2,8;2,8;2,8;2,8;2,8;2,8;2,8
;;;;;;;;;;;;;;;;
; ; Special aggregates ;;;;;;;;;;;;;;
;L5LZ  ; Durables;2,6;3,7;3,3;3,5;3,2;3,4;2,9;2,5;2,3;2,4;2,2;2,3;1,9;1,8
;L5M2  ; Semi-durables;1,8;2,9;3,0;3,0;3,0;2,6;3,2;3,4;2,4;2,6;1,8;0,5;0,9;1,4
;L5M3  ; Non-durables;1,1;1,3;0,6;0,7;0,8;0,9;0,7;0,7;0,3;0,6;0,6;0,9;0,4;0,6
;L5KW  ; Seasonal food;3,2;3,4;3,0;5,3;5,1;4,1;5,4;3,3;2,2;1,6;2,5;1,9;1,8;2,7
;L5LY  ; Non-seasonal food;2,2;1,9;3,7;3,8;4,2;4,2;3,4;3,2;3,3;2,7;1,8;1,6;2,0;1,8
;L5M4  ; Energy, food, alcoholic beverages & tobacco;3,9;3,7;4,2;4,3;4,5;4,8;4,2;3,7;3,2;3,5;3,7;4,5;4,7;4,7
;L5M5  ; Energy & unprocessed food;4,6;4,2;4,6;4,7;4,8;4,9;4,3;3,3;3,0;3,3;4,3;5,7;6,1;6,1
;L5M6  ; Energy & seasonal food;5,2;4,8;5,0;4,8;5,0;5,1;4,6;3,5;3,0;3,6;4,9;6,8;7,2;7,2
;L56M  ; Tobacco;5,9;4,9;5,4;5,3;5,3;8,0;8,3;7,8;5,8;6,1;7,2;7,3;7,3;7,2
;L55S  ; Housing, water, electricity, gas & other fuels;2,1;2,2;2,2;2,0;2,0;1,8;1,8;1,7;1,7;1,8;1,6;1,8;1,8;1,8
;L5M7  ; Education, health & social protection 2;3,4;3,6;3,0;3,3;3,3;3,3;3,1;3,0;2,9;2,9;2,7;2,7;2,6;2,7
;;;;;;;;;;;;;;;;
; ; All items excluding ;;;;;;;;;;;;;;
;L5LP  ; Energy;2,4;2,6;2,6;2,7;2,7;2,6;2,6;2,4;2,2;2,1;2,1;1,9;1,9;2,0
;L5LQ  ; Energy, food, alcoholic beverages & tobacco;2,3;2,6;2,5;2,5;2,5;2,3;2,4;2,2;2,1;2,0;2,0;1,8;1,8;1,9
;L5LU  ; Energy & unprocessed food;2,4;2,6;2,6;2,6;2,6;2,5;2,6;2,4;2,2;2,1;2,1;1,9;1,9;2,0
;L5LR  ; Seasonal food;2,6;2,7;2,8;2,7;2,8;2,7;2,6;2,4;2,3;2,2;2,2;2,3;2,3;2,4
;L5LS  ; Energy & seasonal food;2,4;2,6;2,6;2,6;2,7;2,5;2,6;2,4;2,2;2,1;2,0;1,9;1,9;2,0
;L5M8  ; Tobacco;2,5;2,7;2,8;2,7;2,8;2,6;2,6;2,4;2,2;2,2;2,2;2,2;2,2;2,3
;L5LV  ; Alcoholic beverages & tobacco;2,5;2,7;2,8;2,7;2,8;2,6;2,6;2,3;2,2;2,2;2,2;2,2;2,2;2,3
;L5LT  ; Liquid fuels, vehicle fuels & lubricants;2,4;2,7;2,7;2,7;2,8;2,7;2,7;2,5;2,3;2,2;2,1;2,0;2,0;2,1
;L5LW  ;Housing, water, electricity, gas and other fuels (Incl OOH);2,8;3,0;3,1;3,1;3,2;3,1;3,1;2,8;2,5;2,4;2,5;2,4;2,5;2,7
;CRQR;Owner occupiers' housing costs;2,7;2,9;3,0;3,0;3,1;3,0;3,0;2,7;2,5;2,4;2,5;2,5;2,5;2,7
;CRQT;Council tax and rates;2,6;2,7;2,8;2,7;2,8;2,7;2,7;2,4;2,2;2,2;2,2;2,2;2,2;2,3
;CRQS;Owner occupiers' housing costs and council tax and rates;2,7;2,9;3,0;3,0;3,1;3,0;3,0;2,7;2,5;2,4;2,4;2,4;2,4;2,6
;L5LX  ; Education, health & social protection;2,5;2,7;2,8;2,7;2,8;2,7;2,7;2,4;2,2;2,2;2,2;2,2;2,3;2,4
;;; ;;;;;;;;;;;;;
;; Key: - zero or negligible    †  Date of earliest revision;;;;;;;;;;;;;;
;;* Energy includes electricity, gas and other fuels, and fuels and lubricants;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;1; For further information on the composition of the data shown,;;;;;;;;;;;;;;
;; see 'The Consumer Prices Index: Goods and Services Indices;;;;;;;;;;;;;;
;; and Special Aggregates', which can be downloaded from:;;;;;;;;;;;;;;
;; http://www.ons.gov.uk/ons/rel/cpi/cpi-rpi-basket/consumer-prices-index--goods-and-services-indices-and-special-aggregates/index.html;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;2; The coverage of this special aggregate has changed extensively since;;;;;;;;;;;;;;
;; January 2000, when Social protection was first included and extentions to;;;;;;;;;;;;;;
;; the Education and Health divisions also took effect. Health was further;;;;;;;;;;;;;;
;; extended with effect from January 2001. Details are given in a series of;;;;;;;;;;;;;;
;; Economic Trends articles available on the National Statistics website:;;;;;;;;;;;;;;
;;http://www.ons.gov.uk;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;Source: ;;;;;;;;;;;;;;
;;Office for National Statistics;;;;;;;;;;;;;;
;;Prices Division;;;;;;;;;;;;;;
;;2.001 Cardiff Road;;;;;;;;;;;;;;
;;Newport;;;;;;;;;;;;;;
;;South Wales;;;;;;;;;;;;;;
;;NP10 8XG;;;;;;;;;;;;;;
;;Tel: +4 (0) 1633 456900;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;http://www.ons.gov.uk;;;;;;;;;;;;;;
