Back to Contents;;;;;;;;;;;;;
;;;;;;;;;;;;;
Table 10; CPIH Detailed annual changes: 2007 to 2017 ;;;;;;;;;;;;
;L57D  ; 05.4 Glassware, tableware and household utensils;1,4;1,2;2,4;4,0;4,9;1,6;0,8;2,0;-0,5;-1,8;1,2
;;;;;;;;;;;;;
;L57E  ; 05.5 Tools and equipment for house and garden;1,2;0,9;2,2;3,3;12,1;7,4;-1,1;3,2;1,3;-0,9;2,5
;;;;;;;;;;;;;
;L57F  ; 05.6 Goods and services for routine maintenance;3,6;3,9;5,0;2,7;4,5;2,7;1,6;1,9;0,8;0,3;2,2
;L57G  ; 05.6.1 Non-durable household goods;2,1;3,4;7,3;3,3;6,3;2,8;1,3;0,7;-2,7;-4,7;1,3
;L57H  ; 05.6.2 Domestic services and household services;5,0;4,3;2,1;1,9;1,7;1,6;1,9;2,7;3,2;3,4;2,6
;;;;;;;;;;;;;
;L57I; 06.1 Medical products, appliances and equipment;1,1;0,8;1,2;0,7;1,7;1,4;0,4;2,2;1,4;1,2;1,5
;L57J  ; 06.1.1 Pharmaceutical products;1,2;0,6;1,9;0,2;2,6;1,9;1,1;2,3;1,8;1,8;2,1
;L57K  ; 06.1.2/3 Other medical and therapeutic equipment;1,2;1,1;0,3;1,0;0,5;0,5;-0,8;2,2;1,0;0,3;0,7
;;;;;;;;;;;;;
;L57L  ; 06.2 Out-patient services;3,9;3,1;2,2;1,6;2,3;1,9;2,0;1,7;1,5;2,0;2,1
;L57M  ; 06.2.1/3 Medical services & paramedical services;2,2;3,0;1,6;1,6;2,1;1,2;1,6;1,3;0,6;1,4;0,9
;L57N  ; 06.2.2 Dental services;5,5;3,2;2,8;1,7;2,7;2,6;2,5;2,1;2,4;2,9;3,8
;;;;;;;;;;;;;
;L57O  ; 06.3 Hospital services;5,9;5,7;4,8;6,5;5,9;5,4;5,1;4,2;3,0;3,7;4,6
;;;;;;;;;;;;;
;L57P  ; 07.1 Purchase of vehicles;-0,1;-2,0;1,3;4,4;0,8;-0,7;-0,9;0,3;-0,9;-1,5;1,4
;L57Q; 07.1.1A New cars;1,5;1,2;1,3;3,4;3,3;0,8;-0,5;0,9;2,0;0,6;3,0
;L57R; 07.1.1B Second hand cars;-2,7;-7,2;-1,0;6,1;-2,3;-2,9;-1,9;-0,8;-5,6;-5,0;-1,5
;L57S; 07.1.2/3 Motorcycles and bicycles;0,4;2,1;11,6;2,5;3,0;-1,7;1,1;2,3;0,9;-1,9;4,0
;;;;;;;;;;;;;
;L57T  ; 07.2 Operation of personal transport equipment ;3,7;9,7;-2,7;10,4;9,8;1,6;0,2;-1,4;-5,3; -;5,4
;L57U; 07.2.1 Spare parts and accessories;0,4;2,3;3,5;4,0;4,0;0,9;1,0;1,1;-1,1;0,8;2,8
;L57V; 07.2.2 Fuels and lubricants;2,9;14,8;-7,8;16,7;14,7;2,0;-1,1;-5,0;-13,2;-2,4;8,2
;L57W; 07.2.3 Maintenance and repairs;5,0;5,4;3,1;4,1;4,6;1,6;1,8;2,2;2,2;1,7;2,2
;L57X  ; 07.2.4 Other services;5,0;2,5;2,1;2,9;3,9;0,7;1,6;2,0;1,2;3,2;5,2
;;;;;;;;;;;;;
;L57Y  ; 07.3 Transport services;5,3;8,4;7,3;8,8;11,7;7,1;5,2;4,1;3,8;3,9;5,3
;L57Z; 07.3.1 Passenger transport by railway;5,0;4,4;5,6;8,2;6,8;5,0;3,9;3,3;2,3;0,1;2,7
;L582; 07.3.2 Passenger transport by road;4,7;4,8;3,8;3,0;5,3;4,4;2,3;1,5;2,2;3,0;8,6
;L583; 07.3.3 Passenger transport by air;2,3;13,3;-0,2;12,8;11,5;4,4;6,7;2,7;7,4;-2,0;-2,3
;L584; 07.3.4 Passenger transport by sea and inland waterway;13,1;2,9;13,4;0,9;5,9;4,1;3,0;4,2;4,4;8,7;0,3
;;;;;;;;;;;;;
;L585  ; 08.1 Postal services;10,5;6,6;9,1;5,9;9,1;18,4;11,8;4,3;1,8;1,6;1,8
;;;;;;;;;;;;;
;L586  ; 08.2/3 Telephone and telefax equipment and services;-3,9;-3,0;0,6;4,8;3,7;3,5;2,6;1,1;1,4;2,8;1,8
;;;;;;;;;;;;;
;L587  ; 09.1 Audio-visual equipment and related products;-10,4;-13,1;-10,5;-5,6;-9,8;-7,8;-4,8;-4,0;-8,5;-5,0;1,3
;L588; 09.1.1 Reception and reproduction of sound and pictures;-12,0;-14,0;-6,8;-7,5;-8,9;-6,9;-5,4;-5,2;-8,1;-4,3;6,2
;L589  ; 09.1.2 Photographic, cinematographic and optical equipment;-23,6;-24,1;-21,4;-15,2;-20,5;-29,5;-15,4;-10,5;-9,8;-7,9;4,7
;L58A  ; 09.1.3 Data processing equipment;-19,1;-23,4;-13,4;-4,0;-13,7;-9,8;-7,8;-3,9;-14,7;-9,9;-1,1
;L58B  ; 09.1.4 Recording media;-0,7;-6,1;-11,9;-1,4;-2,0;4,8;3,0;-2,3;-2,1;1,6;1,3
;L58C  ; 09.1.5 Repair of audio-visual equipment & related products;3,9;3,3;0,7;2,5;2,0;1,2;1,2;-0,1;1,4;0,7;1,0
;;;;;;;;;;;;;
;L58D  ; 09.2 Other major durables for recreation & culture;0,7;2,0;3,5;4,7;4,0;3,3;1,1;2,0;1,7;1,2;4,5
;L58E; 09.2.1/2 Major durables for in/outdoor recreation;0,7;2,0;3,5;4,7;4,0;3,3;1,1;2,0;1,7;1,2;4,5
;;;;;;;;;;;;;
;L58F  ; 09.3 Other recreational items, gardens and pets;-0,8;-0,3;1,8;1,0;-0,9;-0,2;0,4;0,4;-1,2;-0,5;0,2
;L58G; 09.3.1 Games, toys and hobbies;-2,6;-3,0;0,8;-0,7;-4,2;-0,9;0,1;-0,6;-1,9;-1,0;-0,7
;L58H  ; 09.3.2 Equipment for sport and open-air recreation;0,5;0,2;1,3;-0,4;0,3;-1,3;0,8;1,7;-1,5;-0,1;-0,5
;L58I  ; 09.3.3 Gardens, plants and flowers;1,0;2,5;1,3;5,6;3,6;0,9;-2,9;0,6;-1,0;-0,5;1,0
;L58J  ; 09.3.4/5 Pets, related products and services;2,8;5,3;5,2;4,0;5,4;2,0;2,4;2,3;0,5;0,1;2,6
;;;;;;;;;;;;;
;L58K  ; 09.4 Recreational and cultural services;4,1;3,0;3,9;3,8;4,9;3,0;3,6;2,9;3,0;4,2;1,7
;L58L  ; 09.4.1 Recreational and sporting services;4,6;5,2;3,4;3,1;4,7;3,3;3,8;2,4;3,6;4,5;3,0
;L58M  ; 09.4.2 Cultural services;3,9;2,0;4,1;4,2;4,9;2,9;3,5;3,1;2,7;4,1;1,2
;;;;;;;;;;;;;
;L58N  ; 09.5 Books, newspapers and stationery;2,1;4,6;3,1;3,7;3,4;1,3;4,2;5,2;2,1;3,0;5,0
;L58O  ; 09.5.1 Books;2,7;6,7;-0,9;3,9;1,9;-4,1;2,7;7,4;1,4;2,1;6,5
;L58P  ; 09.5.2 Newspapers and periodicals;3,6;4,9;4,5;2,5;3,4;4,8;6,7;6,6;3,7;4,5;5,0
;L58Q ; 09.5.3/4 Misc. printed matter, stationery, drawing materials;-1,3;1,9;5,1;5,5;4,3;1,7;2,8;2,0;0,5;1,9;4,3
;;;;;;;;;;;;;
;L58R  ; 09.6 Package holidays;1,0;3,9;6,6;5,1;2,4;3,2;3,1;0,7;0,8; -;2,1
;;;;;;;;;;;;;
;L55Y  ; 10.0 Education;13,7;11,7;7,6;5,3;5,2;8,7;17,2;10,2;8,5;4,7;3,8
;;;;;;;;;;;;;
;L58S  ; 11.1 Catering services;3,6;4,1;2,9;3,1;4,7;3,2;2,8;2,4;1,5;2,2;2,8
;L58T; 11.1.1 Restaurants & cafes;3,4;4,2;3,0;3,2;4,8;3,3;2,8;2,5;1,7;2,3;2,9
;L58U  ; 11.1.2 Canteens;4,8;3,4;1,6;2,6;3,9;2,5;2,8;1,7;-0,7;1,3;1,5
;;;;;;;;;;;;;
;L58V  ; 11.2 Accommodation services;3,2;2,0;-0,5;1,2;3,2;2,6;2,1;2,3;3,7;3,4;4,1
;;;;;;;;;;;;;
;L58W  ; 12.1 Personal care;2,5;2,2;2,3;2,5;2,9;1,0;0,2;-0,3;-0,6;-0,6; -
;L58X; 12.1.1 Hairdressing and personal grooming establishments;3,7;3,7;1,5;2,7;3,5;1,5;1,3;1,5;1,8;2,1;2,1
;L58Y  ; 12.1.2/3 Appliances and products for personal care;2,1;1,7;2,7;2,5;2,7;0,8;-0,2;-0,9;-1,4;-1,4;-0,7
;;;;;;;;;;;;;
;L58Z; 12.3 Personal effects (nec);2,9;3,9;3,7;3,7;5,4;5,5;2,6;0,1;-0,3;-0,2;3,2
;L592; 12.3.1 Jewellery, clocks and watches;3,5;5,6;5,4;6,5;7,5;7,4;2,5;-0,2;-0,6;1,2;4,7
;L593; 12.3.2 Other personal effects;1,8;1,1;0,6;-1,7;-0,2;1,6;2,7;0,5;0,1;-1,9;0,9
;;;;;;;;;;;;;
;L594; 12.4 Social protection;5,6;4,8;4,6;3,2;3,0;2,6;2,2;2,9;3,7;3,3;4,1
;;;;;;;;;;;;;
;L595  ; 12.5 Insurance;3,5;2,0;7,1;17,9;12,4;2,3;-0,3;2,4;1,4;7,9;6,5
;L596; 12.5.2 House contents insurance;2,6;0,1;2,9;4,7;0,7;-2,2;-5,9;-0,5;-2,9;0,7;1,8
;L597; 12.5.3 Health insurance;7,2;6,3;5,5;9,5;6,8;7,8;6,9;5,2;3,3;7,3;4,2
;L598; 12.5.4 Transport insurance;3,2;1,8;10,3;30,7;23,3;0,7;-1,6;2,0;3,0;11,9;10,9
;;;;;;;;;;;;;
;L599  ; 12.6 Financial services (nec);-1,3;0,2;-0,3;-3,6;-3,1;1,5;0,1;-3,1;-2,3;-0,2;-1,2
;L59A  ; 12.6.2 Other financial services (nec);-1,3;0,2;-0,3;-3,6;-3,1;1,5;0,1;-3,1;-2,3;-0,2;-1,2
;;;;;;;;;;;;;
;L59B; 12.7 Other services (nec);3,7;5,0;0,2;3,8;4,0;2,2;3,0;0,4;1,4;0,3;-1,5
;;;;;;;;;;;;;
; Key:    - zero or negligible   ..  not available (nec) not elsewhere covered;;;;;;;;;;;;
;;;;;;;;;;;;;
;Source: ; ;;;;;;;;;;;
;Office for National Statistics;;;;;;;;;;;;
;Prices Division;;;;;;;;;;;;
;2.001 Cardiff Road;;;;;;;;;;;;
;Newport;;;;;;;;;;;;
;South Wales;;;;;;;;;;;;
;NP10 8XG;;;;;;;;;;;;
;Tel: +44 (0) 1633 456900;;;;;;;;;;;;
;;;;;;;;;;;;;
;http://www.ons.gov.uk;;;;;;;;;;;;
