Back to Contents;THE FIGURES IN THIS TABLE ARE NOT NATIONAL STATISTICS AND SHOULD BE USED FOR ANALYTICAL PURPOSES ONLY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Table 56;CPIH: Detailed indices to 3 dp: 2005 to 2018 1,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;aggregate number;0;1;1,1;01.1.1;01.1.2;01.1.3;01.1.4;01.1.5;01.1.6;01.1.7;01.1.8;01.1.9;1,2;01.2.1;01.2.2;2;2,1;02.1.1;02.1.2;02.1.3;2,2;3;3,1;03.1.2;03.1.3;03.1.4;3,2;4;4,1;4,2;4,3;04.3.1;04.3.2;4,4;04.4.1;04.4.3;4,5;04.5.1;04.5.2;04.5.3;04.5.4;4,9;5;5,1;05.1.1;05.1.2;5,2;5,3;05.3.1;05.3.3;5,4;5,5;5,6;05.6.1;05.6.2;6;6,1;06.1.1;06.1.2;6,2;06.2.1;06.2.2;6,3;7;7,1;07.1.2;07.1.1;07.1.1;7,2;07.2.1;07.2.2;07.2.3;07.2.4;7,3;07.3.1;07.3.2;07.3.3;07.3.4;8;8,1;8,2;9;9,1;09.1.1;09.1.2;09.1.3;09.1.4;09.1.5;9,2;09.2.1;9,3;09.3.1;09.3.2;09.3.3;09.3.4;9,4;09.4.1;09.4.2;9,5;09.5.1;09.5.2;09.5.3;9,6;10;11;11,1;11.1.1;11.1.2;11,2;12;12,1;12.1.1;12.1.2;12,3;12.3.1;12.3.2;12,4;12,5;12.5.2;12.5.3;12.5.4;12,6;12.6.2;12,7;;Agg2;Agg3;Agg4;Agg5;Agg6;Agg9;Agg10;Agg11;Agg12;Agg13;Agg14;Agg15;Agg16;Agg17;Agg18;Agg19;Agg20;Agg21;Agg23;Agg24;Agg25;Agg26;Agg27;Agg30;Agg31;Agg32;Agg33;Agg36;Agg18.1;Agg18.2;Agg40;Agg41;Agg42;Agg43;Agg44;Agg45;Agg46;Agg47;Agg48;Agg49;Agg50;Agg51;Agg52;Agg53;Agg54;Agg55;Agg56;Agg57;Agg58;Agg59;Agg60;Agg61;Agg62;Agg63;
200803;Mar-08;84,921;79,782;79,917;81,774;78,115;74,358;92,798;79,798;71,569;83,566;73,360;82,207;79,056;75,431;80,251;68,019;81,817;77,592;80,806;89,838;59,674;106,243;105,860;107,085;97,228;83,283;109,635;86,292;83,371;91,835;84,563;77,804;94,766;76,327;77,950;74,376;70,291;71,958;63,214;129,733;68,066;89,317;85,771;87,963;90,096;82,257;94,565;89,570;88,570;98,187;86,825;76,338;80,955;80,966;84,665;82,110;91,361;89,158;94,977;86,937;89,985;83,685;69,788;82,359;97,188;79,880;89,135;113,946;87,959;86,638;96,061;81,277;85,902;59,817;70,921;79,022;57,433;63,140;82,237;53,861;84,156;94,849;176,218;172,962;426,441;213,298;115,852;90,436;81,240;81,240;97,673;106,620;97,668;92,613;79,223;76,857;77,015;76,806;80,375;92,212;72,269;80,422;78,708;53,835;80,936;80,313;79,721;86,180;85,647;89,363;91,524;86,253;93,339;81,508;75,208;97,574;78,975;67,400;111,384;63,136;52,996;109,716;109,716;85,442;;87,698;76,178;81,475;77,912;77,643;106,820;84,199;86,157;76,712;80,010;67,333;98,018;91,361;95,936;109,172;88,857;82,913;89,722;89,259;86,362;75,669;67,871;82,520;80,348;81,263;79,965;79,118;93,153;182,904;90,547;85,379;86,893;85,104;85,590;84,630;85,752;85,611;84,372;85,729;80,878;96,786;102,385;100,915;84,332;77,395;79,091;79,363;69,819;85,515;92,678;78,641;83,572;84,807;83,394;
200804;Apr-08;85,588;80,813;81,070;82,611;79,303;77,493;92,664;79,393;73,854;85,541;74,040;82,097;79,176;74,860;80,558;70,081;85,258;81,649;83,400;94,461;60,971;106,133;105,665;106,863;97,277;83,547;110,158;87,265;84,644;92,061;84,703;77,839;95,075;81,262;82,358;79,789;72,125;73,470;64,490;143,410;68,275;92,565;84,706;85,840;86,904;83,643;93,320;89,500;88,466;98,343;86,742;76,152;80,821;80,430;84,950;82,469;91,422;89,059;95,211;87,158;90,296;83,822;70,463;82,741;97,129;78,817;89,168;113,912;89,109;87,381;98,147;81,359;86,523;59,456;71,448;79,415;54,715;66,884;82,495;57,358;84,108;95,340;174,468;169,899;413,845;208,153;116,430;90,853;81,718;81,718;98,918;109,067;98,139;92,560;78,938;77,911;77,722;78,044;79,743;89,852;72,340;80,452;79,265;53,835;81,876;81,327;80,816;86,388;86,096;89,969;91,975;86,704;93,790;81,903;75,655;97,869;79,374;67,315;109,752;64,368;53,057;111,204;111,204;85,792;;88,367;77,527;81,826;79,721;79,917;106,700;83,565;84,953;78,172;81,926;68,683;100,714;91,422;95,961;109,331;89,287;83,578;90,506;92,131;86,622;76,204;67,736;82,714;81,230;81,780;80,954;80,039;94,062;180,958;91,122;85,958;87,343;85,730;86,123;85,239;86,271;86,218;84,913;86,421;81,546;96,684;101,501;101,139;84,714;78,931;80,963;81,376;70,028;86,163;93,034;79,202;84,326;85,409;84,072;
200805;May-08;86,069;82,176;82,561;83,635;82,179;78,926;93,667;82,344;74,409;87,580;74,187;82,599;79,575;76,587;80,599;70,429;86,241;83,551;84,083;94,783;60,974;106,079;105,508;106,612;98,748;83,583;110,876;87,465;84,738;92,286;84,554;77,480;95,271;81,262;82,358;79,789;72,640;73,470;64,490;155,649;69,667;92,565;85,882;88,232;88,816;87,659;93,772;89,389;88,283;98,703;86,526;75,879;82,069;82,417;85,475;82,587;91,199;88,652;95,182;87,804;90,303;85,061;70,632;84,128;97,143;79,835;89,353;113,423;91,202;87,421;102,091;81,834;86,607;60,978;71,313;79,629;59,873;65,274;82,413;57,358;84,019;95,338;173,361;168,906;409,403;206,202;115,839;91,138;81,772;81,772;98,505;107,969;98,610;92,391;79,493;77,806;77,907;77,786;80,870;93,168;73,146;79,952;79,618;53,835;82,181;81,621;81,109;86,679;86,482;90,130;92,177;87,075;93,932;82,253;76,015;98,208;79,816;67,666;109,208;64,368;53,806;110,897;110,897;86,096;;89,121;78,577;82,581;81,780;81,357;106,644;84,498;86,205;77,935;83,830;68,729;105,100;91,199;95,978;109,218;89,499;83,858;90,682;92,136;87,114;76,526;68,811;83,110;81,476;82,145;81,164;80,025;94,109;179,724;91,237;86,338;87,611;86,187;86,475;85,606;86,571;86,705;85,510;86,921;83,059;96,923;102,137;101,077;84,901;80,263;82,925;83,154;70,154;86,657;93,649;79,281;84,858;85,902;84,620;
200806;Jun-08;86,574;83,935;84,551;86,114;84,813;76,291;95,825;87,888;78,940;88,894;74,432;84,074;79,616;76,754;80,605;70,355;85,968;82,459;84,513;93,966;61,008;104,569;103,873;104,889;97,703;83,699;110,288;87,631;84,805;92,473;84,774;77,690;95,505;81,262;82,358;79,789;72,948;73,470;64,490;162,461;71,109;92,565;87,813;92,969;95,193;87,042;92,278;89,977;88,901;99,105;85,784;76,254;82,644;82,824;86,253;82,764;91,245;88,523;95,415;88,002;90,468;85,290;70,909;85,576;96,710;81,069;89,349;111,896;93,814;87,628;107,121;82,274;86,590;62,330;71,044;79,465;63,421;70,500;82,909;57,358;84,557;95,632;173,212;165,613;397,178;205,917;117,934;91,375;81,859;81,859;99,581;109,122;99,299;93,346;80,609;77,778;77,977;77,706;80,232;89,960;73,582;80,260;80,191;53,835;82,371;81,844;81,359;86,639;86,448;90,209;92,232;87,435;93,876;81,905;76,393;96,275;80,173;66,817;104,167;64,368;54,137;111,365;111,366;86,392;;89,945;79,771;84,069;83,851;83,002;105,091;86,151;88,268;78,074;86,054;68,777;110,233;91,245;95,613;109,547;89,344;84,128;90,805;91,950;87,820;76,780;69,741;83,457;81,691;82,491;81,340;80,071;94,486;179,540;91,657;86,722;87,859;86,664;86,825;85,977;86,872;87,234;86,156;87,447;85,196;97,114;103,242;100,434;85,186;81,797;85,087;85,221;70,287;87,175;94,301;79,519;85,425;86,420;85,205;
200807;Jul-08;86,608;84,604;85,223;87,564;87,230;77,599;95,961;87,832;75,554;89,200;74,736;85,759;80,263;78,687;80,904;70,065;85,178;82,009;84,054;91,810;60,989;101,173;100,122;100,843;96,507;84,883;109,531;87,846;84,953;92,640;85,739;78,358;96,947;81,262;82,358;79,789;73,358;73,470;64,637;170,719;71,846;92,565;85,081;86,800;87,232;86,712;91,317;89,146;87,878;99,534;85,499;75,832;83,308;83,885;86,528;83,425;91,562;88,965;95,604;88,147;90,668;85,383;72,092;87,254;96,492;82,293;89,600;110,551;94,474;87,409;108,273;82,602;86,624;67,089;71,331;80,170;76,577;76,731;82,304;57,358;83,900;94,955;169,205;163,943;395,045;205,518;112,489;91,472;81,655;81,655;97,289;104,663;99,579;92,312;81,209;78,077;78,296;77,995;80,664;91,113;73,471;80,760;80,808;53,835;82,740;82,117;81,629;86,937;87,461;90,507;92,577;87,757;94,229;80,917;75,624;94,783;80,576;66,743;101,905;65,732;54,390;112,495;112,495;86,440;;89,269;80,144;84,771;84,483;82,289;101,575;83,846;85,218;78,515;86,761;68,872;111,758;91,562;95,395;107,789;89,238;84,687;90,963;92,065;88,119;77,641;72,608;83,725;82,086;83,255;81,626;80,394;95,165;175,169;90,484;86,708;87,781;86,717;86,830;85,967;86,827;87,282;86,115;87,465;86,468;95,408;101,067;97,716;85,511;82,280;85,763;85,543;70,610;87,211;93,148;80,017;85,433;86,455;85,213;
200808;Aug-08;87,081;85,687;86,382;88,830;88,110;79,973;96,649;87,493;78,822;89,381;76,046;86,903;80,775;80,550;81,051;70,278;85,782;83,374;84,180;92,457;60,991;102,601;101,640;102,507;96,061;85,168;110,293;88,511;85,073;92,812;86,336;79,130;97,251;81,262;82,358;79,789;77,316;76,615;72,070;144,750;72,638;92,565;85,787;87,298;87,845;86,832;92,241;90,358;89,261;99,636;86,151;76,247;84,273;85,756;86,580;83,515;91,744;89,263;95,663;88,191;90,756;85,384;72,121;87,330;95,989;84,005;89,787;108,376;92,187;87,700;103,251;82,993;86,690;71,098;71,359;80,638;85,050;94,842;82,428;57,358;84,035;95,336;167,633;164,404;376,722;197,390;113,255;91,688;82,001;82,001;98,513;106,697;100,817;92,391;81,323;78,284;78,441;78,234;79,932;89,421;72,774;80,889;81,908;53,835;82,811;82,327;81,829;87,252;86,601;90,663;93,098;87,945;94,869;81,828;76,604;95,574;80,717;66,192;101,602;65,732;53,605;112,170;112,170;86,486;;89,833;80,959;85,686;85,759;83,861;103,033;84,565;85,993;79,024;87,026;73,982;105,632;91,744;94,976;107,931;89,967;85,092;91,103;92,097;88,180;77,675;74,987;84,050;82,332;83,623;81,836;80,600;95,065;173,436;90,997;87,196;88,213;87,161;87,288;86,633;87,277;87,766;86,508;87,960;87,448;95,910;100,923;98,842;85,901;82,913;86,426;86,162;70,670;87,695;93,594;79,971;85,965;86,939;85,760;
200809;Sep-08;87,461;85,431;86,281;88,710;88,851;80,373;96,405;87,256;76,823;89,182;75,897;87,270;79,358;79,769;79,457;70,238;85,518;82,768;84,102;92,250;61,071;104,832;104,141;105,102;98,137;85,439;110,516;89,849;85,108;92,915;87,241;80,501;97,383;81,262;82,358;79,789;86,635;84,501;84,016;141,041;79,145;92,565;87,144;89,788;90,735;88,039;92,895;90,631;89,537;99,890;87,195;76,526;84,794;86,347;87,052;83,490;91,554;88,637;95,937;88,429;91,037;85,581;72,119;85,075;95,373;86,738;90,094;105,448;91,647;88,323;101,654;83,495;86,972;64,979;70,884;80,591;68,672;80,829;82,249;57,358;83,842;95,882;166,453;162,830;371,022;195,731;112,763;92,305;82,103;82,103;99,637;108,767;100,414;91,616;82,125;79,199;80,689;78,446;80,194;88,769;73,481;81,401;82,357;55,020;83,185;82,635;82,134;87,590;87,426;90,817;92,780;88,139;94,367;83,113;77,095;98,616;81,108;65,776;97,066;65,732;54,462;112,449;112,449;86,729;;90,932;80,770;85,264;85,693;83,187;105,315;85,905;87,450;79,928;91,806;83,736;103,921;91,554;94,490;108,315;90,077;84,941;91,160;91,918;88,610;77,749;71,672;84,508;82,801;84,213;82,269;81,375;95,351;172,091;91,714;87,264;88,325;87,569;87,377;87,075;87,352;88,165;86,494;88,329;87,594;96,692;101,339;100,323;86,120;84,369;89,292;89,464;71,268;88,084;95,280;80,519;86,400;87,329;86,209;
200810;Oct-08;87,327;85,770;86,609;88,226;87,602;80,945;98,665;85,213;80,872;88,911;76,586;86,800;79,782;81,074;79,643;70,065;84,994;80,008;84,382;93,119;61,087;104,238;103,495;104,382;98,369;85,647;110,308;90,127;85,895;93,230;87,585;80,892;97,646;81,262;82,358;79,789;86,446;85,127;84,162;120,536;86,490;92,565;86,253;88,135;89,201;85,968;91,831;90,298;88,931;101,368;86,734;76,796;84,635;85,775;87,321;83,625;91,440;88,430;95,921;88,406;91,071;85,507;72,540;83,126;94,765;87,217;90,256;103,241;88,831;88,762;95,410;84,000;87,247;63,169;71,036;81,033;64,442;71,083;82,277;57,491;83,859;95,477;161,381;159,729;367,587;191,077;107,246;92,319;82,548;82,548;99,480;107,961;101,858;92,463;82,118;79,534;80,587;79,011;79,888;86,723;73,703;82,007;82,527;58,441;83,393;82,835;82,317;87,953;87,693;90,994;93,668;88,344;95,500;82,488;77,393;95,974;81,405;65,742;97,161;65,725;54,378;112,134;112,134;86,889;;90,261;80,951;85,730;85,888;84,468;104,700;85,147;86,417;80,186;89,158;84,353;96,919;91,440;93,993;107,271;90,605;85,204;91,516;91,962;89,089;78,032;70,783;84,967;83,023;84,419;82,496;81,678;95,323;166,570;91,604;87,308;88,346;87,398;87,387;87,141;87,389;88,032;86,189;88,096;87,510;96,096;100,381;99,331;86,538;83,613;87,766;87,881;72,919;87,945;94,221;81,670;86,177;87,191;85,979;
200811;Nov-08;87,284;87,004;87,961;88,753;87,636;81,425;99,001;84,439;85,704;92,661;77,265;90,425;80,132;82,446;79,716;69,543;83,488;77,954;83,982;89,633;61,097;104,272;103,578;104,455;98,613;85,778;109,970;90,246;85,892;93,482;88,142;81,757;97,694;81,262;82,358;79,789;86,080;85,127;84,134;110,698;87,246;92,565;86,843;89,307;90,917;85,357;93,208;90,212;88,813;101,489;87,550;76,823;83,857;83,811;87,760;84,087;92,649;90,708;96,003;88,226;90,746;85,463;72,634;80,921;94,214;87,596;90,398;101,261;85,118;88,447;87,528;84,449;87,203;61,772;70,947;81,477;61,276;63,201;82,864;57,491;84,496;95,635;161,086;157,642;347,478;190,932;109,287;92,880;83,407;83,407;99,568;107,457;101,958;93,742;82,782;79,784;80,760;79,302;79,669;85,370;74,019;82,123;82,832;58,441;83,421;82,951;82,443;87,971;87,125;91,447;94,028;88,565;95,910;83,297;77,780;97,720;81,682;65,652;97,254;65,725;54,202;113,109;113,109;86,900;;90,049;81,643;86,284;87,900;87,967;104,731;85,752;87,031;80,756;85,740;84,365;88,918;92,649;93,468;107,306;91,149;85,286;91,693;91,973;89,469;78,039;70,087;85,316;83,137;84,397;82,649;81,928;95,842;166,193;91,720;87,505;88,460;87,266;87,495;87,331;87,497;88,009;86,079;88,039;87,934;96,290;100,368;99,540;86,966;82,944;86,490;86,337;73,144;87,901;93,595;81,939;86,076;87,147;85,875;
200812;Dec-08;87,061;87,623;88,700;89,708;89,085;79,997;99,891;85,347;83,643;95,304;77,066;91,498;79,855;82,361;79,385;69,415;82,879;78,448;82,281;90,142;61,227;99,884;99,326;99,938;96,945;85,427;104,552;90,249;85,908;93,667;87,224;80,552;97,255;81,262;82,358;79,789;85,633;85,127;84,132;98,480;87,963;92,565;87,095;91,718;93,258;88,035;91,561;88,841;87,221;101,555;84,009;75,135;84,599;84,892;88,179;83,317;90,540;88,240;94,250;88,400;90,933;85,623;72,619;81,525;92,303;86,433;88,542;99,131;82,449;87,278;82,130;84,369;87,978;69,288;71,144;82,624;83,479;67,196;81,192;57,491;82,682;94,812;160,963;155,454;335,568;183,565;112,626;92,748;82,203;82,203;97,160;104,556;98,308;90,793;82,309;79,467;80,721;78,838;78,699;84,218;74,003;80,005;83,116;58,441;83,215;82,796;82,400;86,685;86,582;90,997;92,556;88,363;93,982;81,794;76,257;96,214;81,943;66,114;97,970;65,725;54,704;113,311;113,311;87,228;;88,878;82,031;86,711;88,739;88,345;100,239;85,773;87,274;79,961;83,285;84,387;83,153;90,540;91,638;105,733;89,375;85,764;91,821;91,939;89,822;78,084;74,505;85,413;82,982;84,373;82,456;81,633;96,079;166,072;89,911;87,441;88,319;87,028;87,418;87,270;87,389;87,782;85,763;87,817;88,829;94,572;99,588;96,694;85,726;82,390;85,335;84,649;72,903;87,669;91,715;82,070;85,773;86,919;85,563;
200901;Jan-09;86,575;87,200;88,191;88,236;88,155;80,349;98,368;86,111;80,527;96,481;78,701;90,628;80,023;84,245;78,935;70,731;85,724;82,032;84,450;93,648;61,551;95,172;94,361;94,672;94,076;85,748;101,220;90,268;85,835;93,706;87,603;81,400;96,992;81,262;82,358;79,789;85,535;84,929;84,126;96,971;89,002;92,565;84,816;86,005;86,370;85,810;88,534;89,099;87,643;100,475;84,203;76,627;84,487;84,839;87,986;83,728;91,546;89,501;94,897;88,845;91,506;85,946;72,449;79,762;91,750;90,196;88,398;97,218;81,146;89,818;79,356;84,032;87,789;65,510;74,663;83,008;60,670;68,640;82,036;57,491;83,592;94,602;154,272;153,983;328,281;179,173;100,684;91,832;82,851;82,851;97,709;105,495;95,169;91,574;83,427;79,360;80,423;78,829;79,887;85,410;75,091;81,303;83,478;58,441;83,230;82,839;82,417;86,969;86,409;91,251;93,628;88,157;95,579;80,710;75,687;93,830;82,784;66,508;98,178;66,202;55,147;113,262;113,262;86,702;;88,001;82,149;86,472;88,097;87,921;95,395;83,939;84,788;80,523;82,043;84,325;80,398;91,546;91,410;105,247;89,993;85,572;91,822;91,904;89,474;78,132;72,424;85,109;83,011;84,532;82,448;81,499;96,138;158,859;90,685;87,009;87,793;86,540;86,986;86,852;86,967;87,217;85,069;87,290;88,283;93,201;97,700;94,020;86,742;82,062;84,330;83,627;73,191;87,162;90,378;82,107;85,185;86,421;84,957;
200902;Feb-09;87,192;88,630;89,539;90,013;89,648;80,636;99,204;86,274;80,930;99,379;79,400;92,990;82,022;84,089;81,701;71,854;87,759;80,967;86,994;98,114;62,099;95,921;94,839;95,096;95,764;85,762;103,553;90,328;85,805;93,799;88,172;82,389;96,994;81,262;82,358;79,789;85,408;84,929;84,126;91,574;89,057;92,565;86,908;87,671;87,928;87,841;92,034;92,276;91,209;100,520;86,752;76,970;86,685;88,884;87,890;83,931;91,938;89,940;95,224;88,887;91,501;86,032;72,561;80,505;92,101;91,261;88,878;97,254;82,504;88,983;81,986;84,343;87,919;65,592;75,161;82,363;59,420;76,081;81,877;57,491;83,421;95,659;154,576;154,525;331,119;180,945;99,664;92,106;83,025;83,025;99,458;108,143;95,837;93,207;83,776;79,528;80,418;79,087;83,148;94,222;76,132;82,758;83,858;58,441;83,512;83,212;82,763;87,607;86,088;91,711;94,357;88,259;96,570;82,953;77,521;97,104;82,845;67,368;99,203;66,202;56,189;112,635;112,635;86,726;;89,288;83,486;87,815;89,632;89,486;96,162;85,909;87,103;81,175;83,120;84,326;82,808;91,938;91,639;107,034;91,448;85,682;91,885;91,954;89,404;78,219;72,647;85,379;83,279;84,645;82,759;81,653;95,860;159,163;92,690;87,593;88,249;87,133;87,544;87,414;87,505;87,811;85,913;87,935;89,539;94,520;98,877;95,607;87,872;83,312;85,584;84,835;73,273;87,780;91,637;81,977;85,903;87,053;85,697;
200903;Mar-09;87,305;88,206;88,898;89,810;89,551;79,779;100,120;82,420;78,719;96,751;79,713;92,583;83,099;86,089;82,459;72,016;87,609;83,732;86,036;96,426;62,461;96,947;95,869;96,119;97,437;85,857;104,567;90,014;85,747;93,770;88,271;82,698;96,807;81,262;82,358;79,789;83,120;84,528;80,491;82,623;88,962;92,565;88,714;90,912;91,764;89,229;93,648;94,273;93,456;100,511;86,498;77,469;86,947;89,424;87,805;84,063;92,169;90,123;95,523;88,911;91,550;86,032;72,659;80,891;93,029;88,923;89,184;99,664;82,842;88,914;82,593;84,450;87,997;65,538;74,996;82,502;59,034;76,740;81,694;57,491;83,224;95,737;153,119;156,218;321,632;179,403;97,592;92,025;83,207;83,207;100,180;108,501;98,095;93,499;84,832;79,632;80,455;79,226;82,601;91,639;76,046;83,259;84,229;58,441;83,697;83,407;82,987;87,528;86,209;91,993;94,435;88,236;96,690;84,474;79,323;97,942;82,888;69,858;107,234;66,202;57,312;111,763;111,763;86,766;;89,492;83,241;88,112;88,356;87,318;97,211;87,536;89,104;81,379;82,116;82,224;83,137;92,169;92,465;106,978;92,089;85,726;91,907;92,308;89,333;78,291;72,737;85,479;83,465;84,921;82,920;81,729;95,464;157,583;92,932;87,787;88,518;87,304;87,802;87,521;87,771;87,922;86,202;88,052;89,548;95,350;100,444;96,146;88,174;82,816;84,475;83,520;73,327;87,887;92,047;81,785;86,044;87,169;85,842;
200904;Apr-09;87,539;87,810;88,537;89,890;89,077;81,375;99,717;84,595;78,420;95,177;79,216;91,560;82,455;84,293;82,216;72,049;87,668;82,329;87,200;95,702;62,478;97,142;96,021;96,340;96,324;86,135;105,015;90,180;86,199;93,833;88,777;83,500;96,917;85,088;86,043;83,732;80,921;80,191;79,674;87,505;88,973;95,095;87,847;88,946;89,983;86,648;92,854;94,089;93,206;100,851;86,871;77,842;86,637;88,979;87,656;84,707;92,619;90,776;95,690;89,441;91,557;87,051;73,533;82,177;94,779;91,878;89,890;102,868;84,604;90,110;85,862;84,595;88,255;65,577;75,179;82,664;58,327;78,775;83,560;63,000;84,765;95,922;152,328;154,946;314,496;179,081;98,035;91,971;83,871;83,871;99,250;106,446;99,580;92,970;84,996;81,108;80,834;81,272;82,205;88,291;76,277;84,430;84,705;58,441;83,927;83,675;83,240;87,931;86,191;92,039;94,370;88,431;96,516;84,358;79,413;97,313;83,299;71,659;110,861;67,263;58,646;111,586;111,586;85,851;;89,473;82,976;87,828;87,826;86,747;97,404;87,143;88,153;83,108;82,322;79,878;86,475;92,619;94,156;106,380;91,937;86,153;92,372;94,641;89,273;79,043;72,920;85,651;83,938;85,208;83,445;82,897;95,288;156,726;92,407;88,024;88,840;87,559;88,060;87,658;88,045;88,165;86,464;88,282;89,277;95,409;100,593;95,857;88,607;82,707;84,394;83,518;73,624;88,127;92,139;81,810;86,311;87,346;86,041;
200905;May-09;87,911;88,636;89,476;90,089;90,405;81,692;99,669;85,076;82,373;95,706;79,818;91,965;82,505;83,032;82,726;73,186;89,256;84,880;88,796;96,190;63,333;97,479;96,304;96,586;97,379;86,191;105,670;90,028;86,042;93,757;89,066;83,976;96,953;85,088;86,043;83,732;80,130;78,454;79,674;87,631;87,535;95,095;88,702;90,556;91,194;89,543;94,417;93,409;92,431;100,933;88,271;78,040;86,793;89,197;87,739;84,737;92,387;90,476;95,551;89,561;91,636;87,208;73,758;83,416;96,159;92,384;90,491;105,605;85,742;90,504;87,945;84,837;88,327;66,842;75,079;83,153;62,337;78,881;83,576;63,000;84,782;96,199;154,393;159,492;315,597;178,992;99,733;92,052;84,955;84,955;98,779;105,456;100,425;92,673;84,950;81,121;80,844;81,287;81,991;86,589;76,318;85,072;85,389;58,441;84,249;84,017;83,611;88,006;86,383;92,118;93,963;88,471;95,922;84,543;79,648;97,379;83,610;72,820;114,641;67,263;59,156;111,704;111,704;85,836;;90,106;83,898;88,056;89,360;88,434;97,748;87,950;89,089;83,423;82,792;79,074;88,514;92,387;95,433;106,622;91,633;86,327;92,325;94,828;89,355;79,231;73,722;85,854;84,243;85,705;83,695;82,918;95,411;158,969;92,252;88,389;89,110;87,897;88,390;87,979;88,353;88,504;87,050;88,671;89,896;95,919;101,843;96,102;88,546;83,478;85,279;84,314;73,687;88,486;92,638;81,903;86,770;87,727;86,514;
200906;Jun-09;88,069;88,469;89,187;89,690;90,593;80,594;99,167;85,008;82,814;94,933;79,079;93,066;83,181;85,196;82,883;72,695;87,951;82,288;87,500;96,319;63,360;96,033;94,654;94,728;98,196;86,623;105,395;89,965;85,974;93,587;89,382;84,621;96,825;85,088;86,043;83,732;80,331;78,454;79,674;96,871;86,783;95,095;89,573;92,214;93,455;89,308;93,449;94,305;93,440;100,917;88,996;78,053;87,631;90,632;87,843;84,911;92,599;90,805;95,600;89,713;91,846;87,305;73,906;84,612;96,944;92,780;90,609;107,497;87,529;90,648;91,309;85,146;88,507;67,433;74,352;83,047;64,225;82,595;83,573;63,000;84,780;96,817;155,013;159,796;307,711;177,310;103,199;92,052;84,962;84,962;100,975;109,507;100,721;93,708;84,715;81,238;80,951;81,409;81,422;84,750;76,389;84,773;85,746;58,441;84,349;84,126;83,728;88,041;86,421;91,996;94,755;88,416;97,068;84,756;79,901;97,494;84,008;69,219;101,086;67,263;58,259;111,368;111,368;85,956;;90,492;83,632;87,874;89,211;88,030;96,255;88,793;90,042;83,848;84,370;79,054;92,073;92,599;96,152;107,604;92,432;86,312;92,102;94,156;89,437;79,380;74,087;86,134;84,376;85,940;83,799;83,009;95,370;159,645;93,254;88,444;89,220;88,069;88,457;88,031;88,418;88,690;87,299;88,830;89,657;96,341;102,627;96,103;89,098;83,824;86,182;85,362;73,816;88,647;93,323;81,905;86,992;87,889;86,742;
