;Sep;3,0;4,3;3,3;2,1;4,0;2,4;4,2;2,0;2,5;2,9;3,1;1,4;3,0;
;Oct ;4,0;4,3;3,2;2,3;3,1;3,4;4,0;1,7;2,8;2,8;3,1;0,9;3,0;
;Nov;4,1;4,5;3,0;2,4;2,8;3,3;4,5;1,9;3,1;2,8;3,2;0,6;3,1;
;Dec;3,9;5,6;3,1;2,3;3,2;3,2;3,8;1,0;2,7;2,8;3,1;0,8;3,0;
;Jan ;3,7;5,6;3,4;2,2;3,1;3,0;3,4;1,2;3,3;2,8;3,1;0,8;3,0;
;Feb ;3,0;5,8;3,9;2,2;3,4;2,7;2,8;-0,3;3,0;2,8;2,5;0,8;2,7;
;Mar ;3,0;3,5;2,5;2,1;2,5;2,8;3,0;-0,4;3,3;2,8;2,5;-0,1;2,5;
;Apr ;2,7;4,0;1,7;2,1;2,7;2,7;2,4;1,0;3,5;2,8;2,7; -;2,4;
;May ;2,3;4,0;1,5;1,5;2,1;2,4;4,7;0,7;2,6;2,8;2,6; -;2,4;
;Jun;2,0;4,1;0,3;2,1;2,0;2,4;5,5;0,7;2,4;2,8;2,6;-0,2;2,4;
;Jul;2,3;3,5;-0,4;2,3;1,3;2,2;5,7;1,6;3,1;2,8;2,5;-1,0;2,5;
;Aug 2018;2,5;4,1;0,3;2,3;0,7;2,4;6,1;0,3;3,6;2,8;2,5;-0,7;2,7;
;;;;;;;;;;;;;;;
; Key:    -  zero or negligible;;;;;;;;;;;;;;
; ;;;;;;;;;;;;;;
1;For the release of January consumer price inflation data on 16 February 2016, CPIH and CPI indices have been re-referenced and published with 2015=100.;;;;;;;;;;;;;;
;Full historic series for each of the re-referenced indices are now available for users to view or download.;;;;;;;;;;;;;;
;Regular re-referencing of indices is methodological good practice as it avoids rounding issues that can arise from small index values. ;;;;;;;;;;;;;;
;Please note that re-referencing does not impact on published inflation rates, although when using the indices to calculate inflation rates, ;;;;;;;;;;;;;;
;it is important to use indices that are calculated in the same reference year. Re-referencing does not impact on RPI.;;;;;;;;;;;;;;
;For more information, please contact cpi@ons.gsi.gov.uk.;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
2;More detailed CPI data are available at;;;;;;;;;;;;;;
;http://www.ons.gov.uk;;;;;;;;;;;;;;
; ;;;;;;;;;;;;;;
3;"The coverage of these categories was extended in January 2000; further";;;;;;;;;;;;;;
;extensions to coverage came into effect in January 2001 for health and;;;;;;;;;;;;;;
;"miscellaneous goods and services; the coverage of miscellaneous goods and";;;;;;;;;;;;;;
;services was further extended with effect from January 2002. (Details are;;;;;;;;;;;;;;
;given in a series of Economic Trends articles available on the National Statistics website);;;;;;;;;;;;;;
; ;;;;;;;;;;;;;;
;Source: ;;;;;;;;;;;;;;
;Office for National Statistics;;;;;;;;;;;;;;
;Prices Division;;;;;;;;;;;;;;
;2.001 Cardiff Road;;;;;;;;;;;;;;
;Newport;;;;;;;;;;;;;;
;South Wales;;;;;;;;;;;;;;
;NP10 8XG;;;;;;;;;;;;;;
;Tel: +44 (0) 1633 456900;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;http://www.ons.gov.uk;;;;;;;;;;;;;;
