Back to Contents;;THE FIGURES IN THIS TABLE ARE NOT NATIONAL STATISTICS AND SHOULD BE USED FOR ANALYTICAL PURPOSES ONLY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Table 57;CPI: Detailed indices to 3 dp: 1996 to 20181;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;aggregate number;0;1;01.1;01.1.1;01.1.2;01.1.3;01.1.4;01.1.5;01.1.6;01.1.7;01.1.8;01.1.9;01.2;01.2.1;01.2.2;2;02.1;02.1.1;02.1.2;02.1.3;02.2;3;03.1;03.1.2;03.1.3;03.1.4;03.2;4;04.1;04.3;04.3.1;04.3.2;04.4;04.4.1;04.4.3;04.5;04.5.1;04.5.2;04.5.3;04.5.4;5;05.1;05.1.1;05.1.2;05.2;05.3;05.3.1;05.3.3;05.4;05.5;05.6;05.6.1;05.6.2;6;06.1;06.1.1;06.1.2;06.2;06.2.1;06.2.2;06.3;7;07.1;07.1.2;07.1.1;07.1.1;07.2;07.2.1;07.2.2;07.2.3;07.2.4;07.3;07.3.1;07.3.2;07.3.3;07.3.4;8;08.1;08.2;9;09.1;09.1.1;09.1.2;09.1.3;09.1.4;09.1.5;09.2;09.2.1;09.3;09.3.1;09.3.2;09.3.3;09.3.4;09.4;09.4.1;09.4.2;09.5;09.5.1;09.5.2;09.5.3;09.6;10;11;11.1;11.1.1;11.1.2;11.2;12;12,1;12.1.1;12.1.2;12,3;12.3.1;12.3.2;12,4;12,5;12.5.2;12.5.3;12.5.4;12,6;12.6.2;12,7;;Agg2;Agg3;Agg4;Agg5;Agg6;Agg9;Agg10;Agg11;Agg12;Agg13;Agg14;Agg15;Agg16;Agg17;Agg18;Agg19;Agg20;Agg21;Agg23;Agg24;Agg25;Agg26;Agg27;Agg30;Agg31;Agg32;Agg33;Agg36;Agg18.1;Agg18.2;Agg40;Agg41;Agg42;Agg43;Agg44;Agg45;Agg46;Agg47;Agg48;Agg49;Agg50;Agg51;Agg52;Agg53;Agg54;Agg55;Agg56;Agg57;Agg58;Agg59;Agg60;
200009;Sep 00;73,083;66,296;65,514;67,956;68,339;61,760;68,386;64,485;63,884;65,946;57,604;79,214;72,782;70,870;73,449;57,132;81,826;76,163;76,932;100,454;44,484;161,360;164,741;172,060;112,640;63,358;142,461;54,784;68,252;67,950;71,620;64,299;52,053;53,312;50,728;37,630;42,254;30,536;63,751;41,512;84,254;81,396;82,850;77,704;114,135;102,320;105,826;78,516;92,310;83,906;66,759;82,027;57,743;65,401;89,282;90,025;88,611;66,876;72,454;60,399;..;67,651;103,884;83,202;86,627;144,576;63,267;79,738;73,217;51,582;61,414;43,907;53,444;57,312;56,947;54,493;93,683;39,845;98,253;98,953;391,258;426,577;1363,923;1153,864;143,308;65,499;71,755;71,755;114,917;148,404;119,014;93,579;65,698;59,323;58,362;60,032;65,443;71,438;53,556;78,356;63,415;31,613;63,649;63,610;63,477;64,419;64,369;71,249;85,538;62,549;96,434;74,833;65,204;103,028;52,330;47,800;85,030;37,250;44,057;126,426;126,426;52,318;;86,375;63,502;67,017;65,714;63,655;164,228;82,547;87,949;64,465;51,377;36,232;73,079;89,282;101,017;139,395;88,223;59,992;65,493;60,218;60,013;50,784;47,156;53,724;62,994;63,765;62,700;60,207;66,397;422,023;91,628;75,042;77,586;73,402;75,462;73,118;75,655;73,916;75,892;74,904;66,387;112,115;119,129;134,096;77,975;59,657;57,031;54,737;48,062;74,022;97,575;53,254;
200010;Oct 00;73,050;66,277;65,496;68,021;68,194;62,210;68,900;64,510;64,559;64,997;57,701;79,514;72,759;71,558;73,188;57,077;81,574;76,141;75,794;101,866;44,513;161,643;165,121;172,463;112,724;63,541;142,252;54,981;68,452;68,157;71,790;64,536;52,053;53,312;50,728;37,864;42,256;30,560;67,484;42,790;83,356;80,012;81,157;77,602;111,156;102,010;105,456;78,659;90,767;83,742;67,421;83,029;58,140;65,510;89,371;90,127;88,672;67,099;72,950;60,389;..;67,169;103,189;83,239;86,079;143,323;62,515;79,771;71,399;51,769;61,548;44,058;53,184;57,407;57,911;53,238;93,617;39,845;98,177;99,237;389,605;425,539;1367,072;1124,343;143,046;65,826;71,757;71,757;115,128;150,282;119,618;91,267;65,480;59,297;58,263;60,056;65,607;71,701;53,681;78,533;64,279;31,855;63,812;63,726;63,592;64,533;64,785;71,512;85,568;62,806;96,323;75,195;65,516;103,546;52,580;48,413;84,506;38,392;44,673;126,426;126,426;52,733;;86,093;63,470;67,181;65,508;63,402;164,511;81,748;86,887;64,562;50,809;36,281;71,651;89,371;100,422;139,462;88,282;60,206;65,679;60,306;60,376;50,953;47,330;53,897;63,222;64,436;62,792;60,243;67,011;420,013;91,803;75,072;77,633;73,378;75,504;73,149;75,703;73,885;75,818;74,858;66,472;111,774;118,154;134,100;77,967;59,444;56,602;54,250;48,285;73,986;97,139;53,673;
200011;Nov 00;73,205;66,663;65,949;68,072;67,899;62,678;68,870;64,517;66,598;67,026;57,613;79,307;72,454;70,139;73,255;57,033;81,427;74,968;76,610;100,961;44,514;162,673;165,915;173,318;112,807;63,834;144,465;54,940;68,532;68,282;71,770;64,784;52,053;53,312;50,728;37,647;42,263;30,560;62,855;43,230;84,376;81,232;82,378;78,858;114,216;102,857;106,367;79,046;92,712;83,622;67,347;82,696;58,300;65,432;89,254;90,079;88,391;67,042;72,825;60,389;..;67,264;101,372;83,116;84,140;141,793;63,463;79,609;73,236;52,065;61,722;44,095;53,243;57,577;57,911;52,167;93,829;39,845;98,420;98,921;387,560;424,265;1364,189;1095,421;142,731;66,048;71,803;71,803;115,608;149,261;119,567;95,291;65,674;58,135;58,208;58,149;65,722;72,371;53,686;78,574;64,614;31,855;63,938;63,832;63,699;64,618;65,016;71,648;85,577;63,043;96,192;75,623;65,765;104,837;52,746;48,602;84,159;38,392;45,376;126,426;126,426;52,825;;86,382;63,702;67,107;66,363;65,149;165,568;82,620;88,019;64,550;51,395;36,297;73,032;89,254;98,833;139,603;88,351;60,229;65,774;60,413;60,564;50,910;47,481;54,163;63,151;64,726;62,611;59,395;67,143;417,594;92,064;75,176;77,699;73,472;75,538;73,249;75,748;74,055;76,007;75,022;66,356;111,934;117,763;134,866;78,122;59,796;57,293;55,141;48,289;74,148;97,452;53,717;
200012;Dec 00;73,200;66,787;66,095;67,974;67,487;62,442;68,719;64,412;69,572;67,122;57,697;79,809;72,353;70,600;72,966;56,763;80,532;73,907;75,458;100,861;44,515;161,391;164,797;172,062;112,850;63,855;142,371;54,949;68,593;68,624;72,278;64,982;52,053;53,312;50,728;37,497;42,268;30,570;59,677;43,342;85,647;83,851;85,291;80,298;115,285;102,907;106,407;79,169;92,509;83,710;67,421;82,606;58,532;65,642;89,624;90,281;89,159;67,099;72,949;60,389;44,161;66,978;101,030;82,768;83,989;140,894;63,016;79,558;72,041;52,311;61,904;44,138;53,359;57,696;57,911;51,476;92,713;39,845;97,140;98,869;383,819;418,234;1367,534;1051,089;142,681;66,349;71,210;71,210;115,610;148,851;119,543;95,989;65,712;58,179;58,290;58,167;65,916;72,399;53,932;78,761;64,735;31,855;64,044;63,939;63,815;64,603;65,116;71,776;85,622;63,275;96,120;75,449;65,676;104,244;52,994;48,908;84,159;38,392;46,224;126,426;126,426;53,158;;86,307;63,682;67,063;66,660;65,996;164,223;83,779;89,432;64,840;50,837;36,307;71,683;89,624;98,531;139,322;88,243;60,293;65,861;60,523;60,781;50,953;47,626;54,393;63,254;64,838;62,710;59,473;67,440;413,211;92,089;75,234;77,778;73,434;75,562;73,304;75,787;74,071;75,999;75,010;66,194;112,045;118,406;134,288;78,304;59,595;57,065;54,950;48,395;74,143;97,342;53,832;
200101;Jan 01;72,553;66,951;66,238;68,063;68,690;61,475;68,703;64,405;65,650;68,206;57,933;80,402;72,725;70,242;73,507;57,160;81,892;75,709;76,830;101,737;44,511;149,840;152,629;158,691;106,652;64,616;134,257;54,876;68,656;68,799;71,946;65,612;52,053;53,312;50,728;37,177;42,268;30,616;51,771;43,374;82,389;78,507;79,501;76,416;109,237;99,678;102,647;79,823;89,130;83,552;68,291;82,976;59,862;66,014;89,326;89,821;89,179;68,454;74,175;61,813;44,656;66,609;100,692;83,040;82,881;143,094;62,014;78,032;69,040;53,237;62,688;44,777;54,890;58,202;58,480;51,874;89,933;39,845;93,974;98,546;374,764;408,516;1309,622;1042,267;138,680;67,311;71,129;71,129;115,190;148,368;118,058;95,162;65,990;58,208;58,757;57,884;65,776;72,486;54,057;78,114;65,171;31,855;64,132;64,029;63,901;64,754;65,193;72,027;85,815;63,270;96,427;73,421;64,042;100,706;53,457;49,524;84,159;39,533;46,596;126,426;126,426;54,638;;84,716;63,924;67,229;66,821;65,336;152,048;80,703;85,512;64,642;49,460;36,330;68,363;89,326;98,021;138,181;87,701;60,508;66,110;60,868;62,036;51,665;48,351;55,291;63,384;65,149;62,794;59,544;68,574;402,747;91,830;74,666;77,006;72,788;74,999;72,768;75,167;73,357;75,255;74,294;66,684;108,971;115,266;127,987;78,237;59,288;56,292;53,761;48,638;73,469;94,677;54,470;
200102;Feb 01;72,749;67,067;66,333;68,415;68,818;62,583;69,556;64,018;65,583;67,483;57,848;79,698;73,056;70,790;73,788;57,564;82,139;76,106;77,245;101,493;44,956;151,815;154,674;161,007;105,837;64,755;135,833;54,951;68,665;69,124;72,526;65,704;52,053;53,312;50,728;37,242;42,268;30,674;52,578;43,312;83,107;79,131;80,115;77,090;112,715;101,256;104,419;79,940;90,580;82,526;68,021;82,232;59,976;66,124;89,392;89,871;89,278;68,612;74,518;61,813;44,771;66,401;100,513;83,217;82,494;143,576;62,148;78,021;69,300;53,289;62,668;44,027;54,890;58,341;54,673;51,874;88,998;39,845;92,911;98,955;377,865;408,964;1323,052;1013,111;144,359;67,762;72,450;72,450;115,141;148,509;119,258;94,240;65,946;58,616;58,837;58,524;65,692;73,085;54,203;77,332;65,423;31,855;64,249;64,150;63,997;65,316;65,275;72,280;86,020;63,637;96,526;74,148;64,554;102,380;53,486;49,903;85,881;39,533;46,713;126,426;126,426;54,747;;85,118;64,136;67,519;66,758;65,126;154,102;81,404;86,316;64,989;49,602;36,357;68,662;89,392;97,865;138,609;88,033;60,512;66,173;61,064;62,150;51,794;47,959;55,329;63,582;65,341;62,992;59,936;68,641;406,108;91,963;74,867;77,204;72,999;75,216;72,960;75,387;73,540;75,472;74,501;66,913;109,603;115,742;129,550;78,150;59,477;56,355;53,811;48,686;73,652;95,180;54,532;
200103;Mar 01;72,995;67,910;67,240;68,195;72,150;62,456;69,412;63,334;66,344;68,242;57,859;80,228;73,223;71,409;73,851;58,008;82,097;75,941;77,322;101,351;45,565;154,058;157,040;163,590;106,860;64,781;137,383;54,906;68,678;68,956;72,060;65,808;52,053;53,312;50,728;37,176;42,268;30,710;50,905;43,317;84,231;81,250;82,574;78,034;114,549;101,716;104,928;80,035;90,920;82,518;67,818;81,535;60,177;66,596;90,395;89,988;92,050;68,536;74,353;61,813;45,013;66,047;100,672;83,299;82,498;144,280;61,277;77,806;67,240;53,509;62,664;44,224;54,890;58,395;55,531;51,874;87,670;39,845;91,403;98,930;377,716;409,927;1327,170;984,003;145,941;67,941;72,532;72,532;114,603;148,436;119,047;92,375;65,783;58,597;58,832;58,494;65,723;72,951;54,200;77,502;65,710;31,855;64,480;64,378;64,225;65,535;65,532;72,419;86,170;63,826;96,646;74,435;64,755;103,048;53,584;50,134;86,868;39,533;46,818;126,426;126,426;54,675;;85,527;64,850;67,450;68,543;65,724;156,446;82,322;87,571;64,710;48,736;36,374;66,614;90,395;97,972;138,363;88,215;60,605;66,234;61,205;62,339;51,970;48,141;55,503;63,773;65,618;63,161;59,956;68,675;405,892;91,764;75,230;77,477;73,232;75,570;73,305;75,648;73,772;75,767;74,750;67,957;110,273;116,668;130,762;78,062;59,647;56,512;53,328;48,885;73,879;95,395;54,596;
200104;Apr 01;73,420;68,095;67,429;68,142;71,329;61,768;70,074;63,318;69,375;68,661;57,941;80,270;73,360;70,946;74,127;58,187;82,237;75,833;77,482;101,735;45,748;152,464;155,123;161,490;105,932;64,899;137,622;55,942;70,145;69,588;72,442;66,665;54,304;55,152;53,364;37,645;42,282;31,892;49,251;43,340;83,805;80,464;81,477;78,342;113,429;101,540;104,693;80,312;90,602;82,303;68,186;82,264;60,263;67,037;90,541;90,201;92,065;69,651;74,625;63,601;45,421;67,045;100,852;83,368;82,597;144,738;61,734;78,127;67,863;53,886;62,814;46,474;55,483;59,009;64,547;53,225;87,462;39,845;91,167;99,372;374,237;407,217;1324,870;947,066;145,638;68,042;72,523;72,523;114,819;147,342;118,982;94,700;66,057;59,634;59,412;59,854;65,988;73,360;54,593;77,499;65,962;31,855;64,886;64,774;64,623;65,881;66,017;72,860;86,061;64,171;96,264;74,517;64,852;103,018;54,122;50,863;87,645;40,693;47,080;126,426;126,426;56,101;;85,567;65,033;67,623;68,741;66,701;154,771;82,144;87,072;65,682;49,261;36,953;67,087;90,541;98,173;138,294;88,005;61,381;67,568;62,669;62,447;52,555;49,516;55,834;64,265;65,951;63,693;60,830;69,833;401,956;91,986;75,643;77,946;73,638;75,960;73,729;76,076;74,213;76,085;75,186;67,799;109,983;116,223;129,820;78,505;59,950;56,911;53,973;49,171;74,314;95,349;55,204;
200105;May 01;73,980;69,998;69,529;68,504;71,811;62,846;70,476;63,201;71,809;78,416;58,266;80,500;73,189;71,299;73,834;58,120;81,981;76,372;77,076;100,874;45,759;152,811;155,585;162,000;105,702;65,095;137,316;56,057;70,225;69,766;72,600;66,860;54,304;55,152;53,364;37,798;42,328;31,979;51,456;42,765;84,349;81,374;82,111;80,255;114,120;102,219;105,441;80,478;91,111;82,381;67,981;81,558;60,468;67,547;91,361;91,444;92,051;69,990;75,359;63,601;45,734;67,855;101,163;83,792;82,667;145,783;62,745;78,120;69,786;54,201;63,027;47,174;55,527;59,587;66,342;58,052;87,799;39,845;91,550;99,688;377,130;409,503;1314,397;981,940;146,266;68,295;72,567;72,567;114,616;146,670;118,608;95,533;65,791;59,688;59,531;59,862;66,190;72,940;54,730;78,127;66,578;31,855;65,170;65,074;64,957;65,589;66,170;73,252;86,707;64,504;97,078;74,577;65,018;102,476;54,381;51,050;87,713;40,693;47,569;126,426;126,426;56,437;;86,411;66,290;67,869;72,354;72,714;155,120;82,627;87,664;65,777;50,122;36,999;69,043;91,361;98,440;138,580;88,538;61,673;67,667;62,781;62,647;52,885;50,034;56,128;64,554;66,406;63,939;60,938;70,153;405,137;92,007;76,168;78,283;74,003;76,269;74,229;76,379;74,812;76,719;75,770;68,183;110,399;116,960;129,959;78,836;61,077;58,839;56,191;49,420;74,897;95,921;55,419;
200106;Jun 01;74,126;70,405;69,927;68,407;72,238;63,082;70,753;63,188;74,886;78,352;58,347;80,405;73,679;71,666;74,355;58,238;82,380;76,159;77,676;101,573;45,762;152,664;155,373;161,792;105,101;65,149;137,538;56,119;70,273;70,028;72,827;67,154;54,304;55,152;53,364;37,816;42,365;31,979;51,566;42,598;84,176;81,282;82,541;78,299;113,486;101,707;104,835;80,678;90,830;82,577;67,906;81,166;60,654;67,086;89,592;88,587;92,428;70,115;75,631;63,601;46,011;68,166;101,171;83,751;82,669;145,828;63,333;78,238;70,395;54,981;63,209;47,192;55,538;59,511;66,443;58,785;87,574;39,845;91,295;99,787;374,904;405,253;1315,864;952,028;147,394;68,840;72,540;72,540;114,743;147,059;117,786;95,145;66,203;59,628;59,684;59,653;66,586;72,633;55,553;78,278;66,890;31,855;65,377;65,289;65,157;66,041;66,322;73,498;87,001;64,776;97,375;74,786;65,201;102,758;54,632;51,155;87,621;40,693;47,917;126,426;126,426;56,623;;86,533;66,602;67,999;73,047;73,609;154,962;82,483;87,441;65,913;50,377;37,011;69,622;89,592;98,463;138,645;88,802;61,838;67,754;62,934;62,835;53,136;50,321;56,787;64,731;66,662;64,095;60,948;70,402;402,488;92,254;76,302;78,370;74,122;76,372;74,355;76,472;74,958;76,878;75,935;68,362;110,296;116,700;129,898;78,849;61,371;59,264;56,615;49,303;75,048;95,927;55,586;
200107;Jul 01;73,559;68,953;68,405;68,526;71,836;62,994;71,398;63,150;70,079;71,493;58,362;80,401;72,983;71,218;73,599;58,189;82,179;76,421;77,283;101,230;45,774;141,581;143,461;148,649;101,884;65,343;131,133;56,023;70,351;69,411;70,978;67,663;54,304;55,152;53,364;37,717;42,397;31,978;49,404;42,403;82,549;79,371;80,302;77,523;108,019;99,752;102,634;80,566;89,269;82,998;67,757;80,559;60,882;67,487;89,717;88,613;92,750;70,200;76,039;63,413;46,655;68,448;101,326;83,741;82,664;146,574;62,998;78,426;69,439;55,193;63,312;48,507;55,469;58,929;73,505;60,521;88,433;40,124;92,213;99,934;375,075;399,233;1342,157;972,125;146,647;69,060;72,364;72,364;113,091;144,392;117,016;92,419;66,366;59,872;59,857;59,947;66,876;72,904;55,833;78,589;68,010;31,855;65,571;65,474;65,327;66,487;66,590;73,151;86,316;64,940;96,198;73,394;64,133;100,043;54,876;51,613;87,775;41,929;47,668;116,373;116,373;57,001;;84,937;65,611;68,057;70,037;68,603;143,355;80,776;85,561;64,805;49,936;37,020;68,578;89,717;98,624;137,995;87,547;62,230;67,894;63,225;63,025;53,672;51,111;56,977;65,055;67,486;64,293;61,177;70,679;402,620;91,677;75,725;77,901;73,714;75,970;73,809;76,070;74,360;76,233;75,309;68,370;107,856;115,697;123,996;78,300;60,565;57,828;54,972;49,508;74,458;94,016;55,844;
200108;Aug 01;73,852;68,776;68,163;68,676;71,728;63,216;71,343;63,278;69,763;69,977;58,493;80,633;73,475;71,984;74,028;58,294;82,505;76,479;77,422;102,238;45,788;145,697;147,749;153,250;105,185;65,414;134,281;56,113;70,392;70,095;72,197;67,854;54,304;55,152;53,364;37,657;42,422;31,977;47,939;42,453;83,231;79,864;80,531;78,966;110,704;99,855;102,740;80,661;91,137;83,063;68,171;81,248;61,089;67,668;89,901;88,934;92,661;70,401;76,476;63,413;46,815;68,550;101,317;83,621;82,682;146,513;62,698;78,620;68,691;55,236;63,436;49,307;55,991;59,301;76,067;61,584;89,839;40,124;93,810;100,150;373,125;401,928;1345,921;937,090;145,437;69,254;72,145;72,145;113,325;145,203;117,469;91,696;66,485;60,115;60,156;60,150;67,133;73,267;56,039;78,859;68,380;31,855;65,732;65,609;65,465;66,576;66,957;73,339;86,278;65,134;96,019;73,948;64,601;100,887;55,076;51,712;87,840;41,929;47,910;116,373;116,373;57,376;;85,247;65,526;68,220;69,509;67,753;147,656;81,520;86,312;65,536;49,600;37,033;67,776;89,901;98,645;138,033;87,641;62,502;67,966;63,335;63,219;53,846;51,581;57,037;65,259;67,854;64,455;61,405;70,977;400,377;91,871;76,082;78,368;74,047;76,375;74,149;76,491;74,663;76,559;75,615;68,395;108,739;115,860;126,318;78,519;60,393;57,417;54,500;49,621;74,761;94,552;56,008;
200109;Sep 01;74,054;68,683;68,119;69,119;71,238;63,667;71,198;62,928;69,804;69,918;58,541;80,464;72,880;71,594;73,384;58,569;82,137;76,105;76,978;102,016;46,298;150,289;152,615;158,583;106,639;65,633;137,326;56,346;70,450;70,166;72,193;67,995;54,304;55,152;53,364;38,185;42,458;31,977;56,997;44,589;84,433;81,931;82,682;80,776;112,340;99,922;102,800;80,779;91,822;83,064;68,634;82,080;61,268;67,821;90,172;89,226;92,894;70,387;76,444;63,413;46,925;67,431;101,170;83,056;82,674;146,062;62,494;78,587;68,350;55,035;63,725;46,257;56,000;59,339;61,725;58,931;89,891;40,124;93,869;100,335;370,333;400,574;1341,838;912,561;144,447;69,559;72,184;72,184;113,540;145,426;117,220;91,839;66,814;60,409;60,528;60,390;67,302;73,699;56,194;78,904;68,709;33,256;65,883;65,741;65,563;67,299;67,266;73,745;86,652;65,245;96,540;74,716;65,403;101,208;55,274;51,878;87,864;41,929;48,367;116,373;116,373;57,921;;85,787;65,555;68,211;69,329;67,811;152,443;82,569;87,659;65,533;49,772;37,117;68,069;90,172;98,514;137,976;88,252;62,389;68,040;63,414;63,391;53,932;49,883;56,937;65,459;68,176;64,623;61,667;71,348;397,156;92,052;76,286;78,616;74,254;76,585;74,347;76,723;74,860;76,754;75,783;68,306;109,807;116,597;128,565;78,782;60,471;57,454;54,643;50,246;74,947;95,382;56,772;
200110;Oct 01;73,933;68,798;68,230;69,137;71,285;63,251;71,372;62,408;71,210;69,896;58,374;80,804;73,034;72,094;73,458;58,678;82,431;76,033;77,825;101,633;46,328;149,253;151,319;157,118;106,676;65,806;137,763;56,207;70,562;70,076;71,362;68,581;54,304;55,152;53,364;37,743;42,487;31,977;47,112;45,747;83,611;80,234;81,434;77,442;110,408;100,502;103,416;81,096;91,218;83,017;68,967;82,136;61,854;67,898;90,292;89,346;93,017;69,992;76,716;62,473;47,106;66,938;100,819;83,174;82,663;144,419;62,133;78,928;67,237;55,316;63,944;45,524;56,000;59,569;58,510;53,682;90,425;40,124;94,475;100,317;366,702;397,028;1314,254;887,323;145,145;69,392;72,436;72,436;112,494;143,939;117,740;89,222;66,975;60,619;60,633;60,674;67,615;73,829;56,453;79,389;69,256;33,428;66,106;65,977;65,788;67,728;67,386;73,729;86,760;65,819;96,359;74,625;65,513;100,047;55,561;52,016;88,037;42,029;48,541;96,769;96,769;58,169;;85,388;65,668;68,241;69,533;68,135;151,346;81,672;86,646;65,035;49,067;37,167;66,354;90,292;98,261;137,362;88,105;62,527;68,248;63,748;63,946;53,985;49,595;57,205;65,734;68,574;64,867;61,927;71,201;393,122;91,805;76,229;78,516;74,117;76,512;74,295;76,646;74,725;76,638;75,641;68,324;109,159;115,613;127,777;78,611;60,301;57,098;54,206;50,403;74,820;94,689;56,805;
200111;Nov 01;73,788;68,663;68,176;69,390;70,974;64,172;71,141;63,440;73,362;68,262;58,399;80,969;72,078;71,907;72,320;58,473;81,687;75,266;76,891;101,263;46,344;149,933;152,138;157,982;107,419;65,913;137,658;56,144;70,591;70,110;71,310;68,693;54,304;55,152;53,364;37,537;42,496;31,977;42,737;45,961;84,664;81,747;82,689;79,903;112,467;101,449;104,387;81,893;92,086;83,135;69,117;82,252;62,042;68,304;90,953;90,181;93,338;69,818;76,340;62,473;47,477;65,539;100,218;82,719;82,665;141,777;60,681;79,143;63,800;55,481;64,336;43,887;56,000;59,733;50,113;56,103;90,083;40,124;94,087;100,355;362,882;393,472;1305,150;867,456;143,665;69,617;72,685;72,685;113,286;144,930;118,454;90,666;67,004;60,629;60,700;60,644;67,509;74,037;56,844;78,397;69,358;33,428;66,237;66,120;65,925;67,967;67,421;73,738;86,414;65,928;95,749;74,663;65,442;100,669;55,744;52,333;89,201;42,029;48,794;96,769;96,769;58,414;;85,174;65,510;68,150;69,353;68,056;152,050;82,573;87,812;65,004;47,566;37,178;62,829;90,953;97,775;137,368;87,737;62,448;68,331;63,908;64,202;54,242;48,792;57,418;65,840;68,653;64,978;61,961;71,430;388,770;92,122;76,229;78,556;73,970;76,515;74,296;76,660;74,584;76,479;75,470;68,280;109,475;115,904;128,434;78,628;59,676;56,104;53,076;50,597;74,668;94,447;56,966;
200112;Dec 01;73,975;69,050;68,563;69,413;70,899;63,471;71,476;63,087;74,761;69,874;58,599;80,853;72,459;71,708;72,838;58,141;80,339;73,934;76,130;98,686;46,424;149,344;151,656;157,444;107,338;65,961;136,465;56,173;70,701;70,356;71,670;68,834;54,304;55,152;53,364;37,411;42,496;31,977;40,095;46,131;85,985;84,538;85,938;81,110;112,980;101,628;104,582;81,949;91,970;83,260;69,225;82,246;62,251;68,349;90,794;90,154;92,914;69,896;76,510;62,473;47,645;65,712;99,877;82,709;82,435;141,005;60,316;79,329;62,733;55,680;64,721;45,215;56,000;59,734;56,380;56,839;90,093;40,124;94,099;100,544;363,020;392,103;1303,054;861,061;145,043;70,059;72,430;72,430;113,066;143,627;117,491;92,551;66,852;60,864;60,723;61,028;67,980;74,067;57,072;79,449;69,516;33,428;66,334;66,219;66,027;68,021;67,494;73,977;86,548;66,328;95,716;75,077;65,779;101,367;55,958;52,438;89,490;42,029;48,930;96,769;96,769;58,810;;85,277;65,660;68,323;69,961;69,187;151,431;83,774;89,292;65,220;47,063;37,183;61,648;90,794;97,507;137,491;87,869;62,710;68,446;64,010;64,394;54,394;49,620;57,655;65,981;68,781;65,123;62,219;71,746;388,804;92,227;76,489;78,842;74,123;76,740;74,542;76,894;74,804;76,692;75,666;68,340;109,792;116,851;128,104;78,908;59,601;56,030;53,002;50,661;74,859;94,519;57,129;
200201;Jan 02;73,736;69,659;69,212;69,104;70,894;64,798;71,265;63,451;70,331;75,899;58,822;81,263;72,693;72,059;73,032;58,617;81,971;75,970;77,405;100,624;46,442;140,512;142,281;147,368;102,210;66,142;130,814;56,561;70,802;70,714;71,154;70,347;54,304;55,152;53,364;38,175;42,496;33,380;41,976;46,083;83,079;79,372;80,607;76,380;106,895;99,941;102,592;82,182;89,567;83,825;70,069;82,704;63,354;68,785;90,157;88,844;92,962;70,645;76,453;63,858;48,567;65,791;100,297;82,283;82,421;143,120;60,975;79,312;63,210;56,550;65,798;44,212;56,531;60,072;51,307;48,040;89,759;40,124;93,718;100,360;355,995;387,679;1284,747;836,385;141,495;70,741;72,560;72,560;112,233;141,897;115,217;92,776;67,174;61,561;60,429;62,117;68,237;74,328;57,334;79,690;69,717;33,428;66,442;66,336;66,098;68,591;67,552;74,268;86,894;66,509;96,150;73,193;64,159;98,662;56,883;53,345;90,574;43,670;48,837;96,319;96,319;59,644;;84,540;66,226;68,323;71,275;71,530;142,319;81,067;85,776;64,897;47,724;37,906;62,201;90,157;97,875;136,394;87,431;62,911;68,802;64,869;65,398;55,302;49,436;58,570;66,206;68,928;65,371;62,813;72,353;380,891;91,992;76,163;78,290;73,799;76,318;74,274;76,459;74,517;76,351;75,377;68,302;107,428;114,645;123,226;78,985;60,196;56,947;54,112;51,016;74,609;92,984;57,589;
