Back to Contents;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
Table 28; CPI: Detailed goods and services breakdown: latest 13 months 1,2 ;;;;;;;;;;;;;;;
;DKN8; Package holidays & accommodation;2,9;4,1;3,5;4,1;4,5;4,2;4,1;3,2;4,0;3,6;3,3;3,4;3,3;3,6
;DKN9; Other recreational & personal services;2,5;2,3;2,5;2,3;2,4;2,5;2,9;2,8;2,9;3,0;2,8;3,0;2,9;3,3
;D7HA; Catering services;2,8;2,8;2,9;3,0;3,0;3,0;3,1;2,9;2,7;2,8;2,8;2,9;2,8;2,9
;DKO2; Non-catering recreational & personal services;1,8;1,3;1,4;0,8;1,0;1,3;2,6;2,6;3,3;3,4;2,9;3,5;3,3;4,4
;;;;;;;;;;;;;;;;
;DKO4; Miscellaneous & other services;2,2;2,6;2,1;1,6;1,4;1,6;1,6;1,6;1,5;1,5;1,5;1,5;0,8;0,8
;DKO3; Miscellaneous services;0,9;1,3;1,2;0,1;-0,2;0,1;0,4;0,3;0,2;0,2;0,2;0,2;-1,0;-1,0
;DKO5; Medical services;3,6;3,6;3,5;4,7;4,6;4,7;3,7;3,6;3,8;3,4;3,3;3,3;3,1;3,1
;D7GH; Education;3,8;4,3;2,9;2,8;2,8;2,8;2,8;2,8;2,8;2,8;2,8;2,8;2,8;2,8
;;;;;;;;;;;;;;;;
;; Special aggregates;;;;;;;;;;;;;;
;DKK4; Durables;2,7;3,7;3,4;3,5;3,2;3,3;2,8;2,3;2,2;2,3;2,1;2,3;1,8;1,8
;DKK5; Semi-durables;1,7;2,7;2,9;2,8;2,9;2,5;3,2;3,4;2,4;2,6;1,8;0,5;1,1;1,4
;DKK6; Non-durables;1,1;1,3;0,6;0,7;0,8;0,8;0,7;0,7;0,3;0,6;0,6;0,9;0,4;0,6
;DKL3; Seasonal food;3,4;3,5;3,2;5,4;5,1;4,1;5,5;3,3;2,3;1,7;2,7;2,1;1,9;2,9
;DKK7; Non-seasonal food;2,1;1,8;3,5;3,7;4,1;4,1;3,4;3,3;3,2;2,6;1,7;1,6;1,9;1,8
;DKP8; Energy, food, alcoholic beverages & tobacco;3,9;3,6;4,1;4,3;4,4;4,8;4,2;3,7;3,2;3,5;3,7;4,5;4,7;4,8
;DKP9; Energy & unprocessed food;4,6;4,3;4,7;4,7;4,8;4,9;4,3;3,4;3,0;3,4;4,3;5,7;6,2;6,2
;DKQ2; Energy & seasonal food;5,3;4,8;5,0;4,9;5,0;5,1;4,6;3,5;3,0;3,6;4,9;6,8;7,2;7,2
;D7GN; Tobacco;5,9;4,9;5,4;5,3;5,3;8,0;8,3;7,8;5,8;6,1;7,2;7,3;7,3;7,2
;D7GB; Housing, water, electricity, gas & other fuels;1,8;2,2;2,1;2,3;2,4;2,3;2,2;2,2;2,1;2,1;1,5;2,1;2,3;2,3
;DKQ3; Education, health & social protection 2;3,4;3,6;3,0;3,3;3,3;3,3;3,2;3,0;3,0;2,9;2,8;2,8;2,7;2,8
;;;;;;;;;;;;;;;;
;; All items excluding;;;;;;;;;;;;;;
;DKO7; Energy;2,4;2,7;2,8;2,9;3,0;2,8;2,9;2,6;2,4;2,2;2,2;2,0;2,0;2,2
;DKO8; Energy, food, alcoholic beverages & tobacco;2,4;2,7;2,7;2,7;2,7;2,5;2,7;2,4;2,3;2,1;2,1;1,9;1,9;2,1
;DKO9; Energy & unprocessed food;2,4;2,7;2,7;2,8;2,9;2,7;2,8;2,6;2,4;2,3;2,2;2,0;2,0;2,2
;DKP2; Seasonal food;2,7;2,8;3,0;2,9;3,0;2,9;2,9;2,7;2,5;2,4;2,4;2,5;2,5;2,6
;DKP3; Energy & seasonal food;2,4;2,7;2,8;2,8;2,9;2,8;2,8;2,6;2,4;2,3;2,2;2,0;2,0;2,2
;DKL7; Tobacco;2,6;2,8;2,9;2,9;3,0;2,9;2,9;2,6;2,4;2,3;2,3;2,3;2,4;2,5
;DKP4; Alcoholic beverages & tobacco;2,6;2,8;2,9;2,9;3,0;2,9;2,9;2,6;2,4;2,3;2,4;2,4;2,4;2,6
;DKP5; Liquid fuels, vehicle fuels & lubricants;2,5;2,8;2,8;3,0;3,1;2,9;3,0;2,8;2,5;2,3;2,2;2,1;2,1;2,3
;DKP6; Housing, water, electricity, gas & other fuels;2,8;3,0;3,1;3,1;3,2;3,1;3,1;2,8;2,5;2,4;2,5;2,5;2,5;2,7
;DKP7; Education, health & social protection;2,6;2,8;3,0;3,0;3,1;3,0;3,0;2,7;2,4;2,3;2,4;2,4;2,5;2,6
;;; ;;;;;;;;;;;;;
;; Key: - zero or negligible    †  Date of earliest revision;;;;;;;;;;;;;;
;;* Energy includes electricity, gas and other fuels, and fuels and lubricants;;;;;;;;;;;;;;
;; ;;;;;;;;;;;;;;
;1; For further information on the composition of the data shown,;;;;;;;;;;;;;;
;; see 'The Consumer Prices Index: Goods and Services Indices;;;;;;;;;;;;;;
;; and Special Aggregates', which can be downloaded from:;;;;;;;;;;;;;;
;; http://www.ons.gov.uk/ons/rel/cpi/cpi-rpi-basket/consumer-prices-index--goods-and-services-indices-and-special-aggregates/index.html;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;2; The coverage of this special aggregate has changed extensively since;;;;;;;;;;;;;;
;; January 2000, when Social protection was first included and extentions to;;;;;;;;;;;;;;
;; the Education and Health divisions also took effect. Health was further;;;;;;;;;;;;;;
;; extended with effect from January 2001. Details are given in a series of;;;;;;;;;;;;;;
;; Economic Trends articles available on the National Statistics website:;;;;;;;;;;;;;;
;;http://www.ons.gov.uk;;;;;;;;;;;;;;
;; ;;;;;;;;;;;;;;
;;Source: ;;;;;;;;;;;;;;
;;Office for National Statistics;;;;;;;;;;;;;;
;;Prices Division;;;;;;;;;;;;;;
;;2.001 Cardiff Road;;;;;;;;;;;;;;
;;Newport;;;;;;;;;;;;;;
;;South Wales;;;;;;;;;;;;;;
;;NP10 8XG;;;;;;;;;;;;;;
;;Tel: +4 (0) 1633 456900;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;http://www.ons.gov.uk;;;;;;;;;;;;;;
