Back to Contents;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
Table 15; CPIH: Detailed goods and services breakdown: 2007 to 2017 1, 2, 3;;;;;;;;;;;;;
;; http://www.ons.gov.uk/ons/rel/cpi/cpi-rpi-basket/consumer-prices-index--goods-and-services-indices-and-special-aggregates/index.html;;;;;;;;;;;;
;;;;;;;;;;;;;;
;3; The coverage of this special aggregate has changed extensively since;;;;;;;;;;;;
;; January 2000, when Social protection was first included and extentions to;;;;;;;;;;;;
;; the Education and Health divisions also took effect. Health was further;;;;;;;;;;;;
;; extended with effect from January 2001. Details are given in a series of;;;;;;;;;;;;
;; Economic Trends articles available on the National Statistics website:;;;;;;;;;;;;
;;http://www.ons.gov.uk;;;;;;;;;;;;
;; ;;;;;;;;;;;;
;;Source: ;;;;;;;;;;;;
;;Office for National Statistics;;;;;;;;;;;;
;;Prices Division;;;;;;;;;;;;
;;2.001 Cardiff Road;;;;;;;;;;;;
;;Newport;;;;;;;;;;;;
;;South Wales;;;;;;;;;;;;
;;NP10 8XG;;;;;;;;;;;;
;;Tel: +44 (0) 1633 456900;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;http://www.ons.gov.uk;;;;;;;;;;;;
