;L53Z  ; 06.2.2 Dental services;82,2;84,8;87,2;88,6;91,0;93,3;95,6;97,6;100,0;102,9;106,8;
;;;;;;;;;;;;;;
;L542  ; 06.3 Hospital services;67,4;71,3;74,7;79,5;84,2;88,7;93,2;97,1;100,0;103,7;108,5;
;;;;;;;;;;;;;;
;L543  ; 07.1 Purchase of vehicles;98,0;96,0;97,2;101,4;102,2;101,5;100,6;100,9;100,0;98,5;99,8;
;L544  ; 07.1.1A New cars;88,4;89,5;90,6;93,7;96,8;97,6;97,1;98,0;100,0;100,6;103,6;
;L545  ; 07.1.1B Second hand cars;117,8;109,2;108,2;114,7;112,1;108,8;106,8;105,9;100,0;95,0;93,6;
;L546  ; 07.1.2/3 Motorcycles and bicycles;81,1;82,8;92,4;94,7;97,5;95,9;96,9;99,1;100,0;98,1;102,0;
;;;;;;;;;;;;;;
;L547  ; 07.2 Operation of personal transport equipment ;81,3;89,2;86,8;95,8;105,1;106,8;107,1;105,6;100,0;100,0;105,4;
;L548  ; 07.2.1 Spare parts and accessories;85,6;87,6;90,7;94,3;98,1;99,0;100,0;101,1;100,0;100,8;103,6;
;L549  ; 07.2.2 Fuels and lubricants;84,8;97,4;89,8;104,8;120,2;122,5;121,2;115,2;100,0;97,6;105,6;
;L54A  ; 07.2.3 Maintenance and repairs;78,3;82,5;85,1;88,5;92,6;94,1;95,8;97,9;100,0;101,7;104,0;
;L54B  ; 07.2.4 Other services;84,6;86,7;88,5;91,1;94,6;95,3;96,9;98,8;100,0;103,2;108,6;
;;;;;;;;;;;;;;
;L54C  ; 07.3 Transport services;58,1;63,0;67,6;73,5;82,1;88,0;92,6;96,4;100,0;103,9;109,4;
;L54D  ; 07.3.1 Passenger transport by railway;68,1;71,1;75,1;81,2;86,7;91,1;94,6;97,7;100,0;100,1;102,8;
;L54E  ; 07.3.2 Passenger transport by road;76,4;80,1;83,1;85,7;90,2;94,2;96,3;97,8;100,0;103,0;111,9;
;L54F  ; 07.3.3 Passenger transport by air;57,2;64,8;64,7;73,0;81,4;85,0;90,6;93,1;100,0;98,0;95,7;
;L54G  ; 07.3.4 Passenger transport by sea and inland waterway;68,7;70,7;80,2;81,0;85,7;89,3;92,0;95,8;100,0;108,7;108,9;
;;;;;;;;;;;;;;
;L54H  ; 08.1 Postal services;53,0;56,5;61,6;65,3;71,2;84,2;94,2;98,2;100,0;101,6;103,4;
;;;;;;;;;;;;;;
;L54I  ; 08.2/3 Telephone and telefax equipment and services;86,8;84,1;84,6;88,7;92,0;95,2;97,6;98,7;100,0;102,8;104,6;
;;;;;;;;;;;;;;
;L54J  ; 09.1 Audio-visual equipment and related products;195,9;170,2;152,3;143,8;129,8;119,7;114,0;109,3;100,0;95,0;96,2;
;L54K  ; 09.1.1 Reception and reproduction of sound and pictures;192,9;165,8;154,5;142,9;130,2;121,2;114,7;108,8;100,0;95,7;101,6;
;L54L  ; 09.1.2 Photographic, cinematographic and optical equipment;516,6;392,0;308,2;261,3;207,7;146,4;123,9;110,8;100,0;92,1;96,5;
;L54M  ; 09.1.3 Data processing equipment;266,9;204,6;177,1;170,0;146,7;132,3;121,9;117,2;100,0;90,1;89,1;
;L54N  ; 09.1.4 Recording media;121,3;113,9;100,4;98,9;96,9;101,5;104,5;102,1;100,0;101,6;103,0;
;L54O  ; 09.1.5 Repair of audio-visual equipment & related products;88,5;91,5;92,1;94,5;96,4;97,5;98,7;98,6;100,0;100,7;101,7;
;;;;;;;;;;;;;;
;L54P  ; 09.2 Other major durables for recreation & culture;80,3;81,9;84,8;88,7;92,3;95,3;96,4;98,3;100,0;101,2;105,7;
;L54Q  ; 09.2.1/2 Major durables for in/outdoor recreation;80,3;81,9;84,8;88,7;92,3;95,3;96,4;98,3;100,0;101,2;105,7;
;;;;;;;;;;;;;;
;L54R  ; 09.3 Other recreational items, gardens and pets;99,0;98,7;100,5;101,5;100,6;100,4;100,8;101,2;100,0;99,5;99,7;
;L54S  ; 09.3.1 Games, toys and hobbies;111,0;107,7;108,5;107,8;103,3;102,4;102,5;101,9;100,0;99,0;98,4;
;L54T  ; 09.3.2 Equipment for sport and open-air recreation;98,8;99,0;100,4;100,0;100,3;99,1;99,8;101,5;100,0;99,9;99,4;
;L54U  ; 09.3.3 Gardens, plants and flowers;90,2;92,5;93,7;99,0;102,5;103,5;100,4;101,1;100,0;99,5;100,5;
;L54V  ; 09.3.4/5 Pets, related products and services;76,7;80,7;84,9;88,3;93,1;95,0;97,3;99,5;100,0;100,1;102,7;
;;;;;;;;;;;;;;
;L54W  ; 09.4 Recreational and cultural services;75,9;78,2;81,2;84,3;88,5;91,1;94,4;97,1;100,0;104,2;106,0;
;L54X  ; 09.4.1 Recreational and sporting services;74,8;78,7;81,3;83,9;87,9;90,8;94,2;96,5;100,0;104,5;107,6;
;L54Y  ; 09.4.2 Cultural services;76,5;78,0;81,2;84,6;88,7;91,3;94,5;97,4;100,0;104,1;105,4;
;;;;;;;;;;;;;;
;L54Z  ; 09.5 Books, newspapers and stationery;76,3;79,8;82,3;85,3;88,2;89,4;93,1;98,0;100,0;103,0;108,2;
;L552  ; 09.5.1 Books;83,3;88,9;88,1;91,5;93,2;89,4;91,8;98,6;100,0;102,1;108,7;
;L553  ; 09.5.2 Newspapers and periodicals;69,6;73,0;76,3;78,2;80,9;84,8;90,5;96,4;100,0;104,5;109,7;
;L554  ; 09.5.3/4 Misc. printed matter, stationery, drawing materials;79,1;80,6;84,7;89,4;93,2;94,8;97,5;99,5;100,0;101,9;106,2;
;;;;;;;;;;;;;;
;L555  ; 09.6 Package holidays;77,6;80,7;86,0;90,4;92,6;95,6;98,5;99,2;100,0;100,0;102,1;
;;;;;;;;;;;;;;
;L52C  ; 10.0 Education;49,3;55,1;59,3;62,4;65,7;71,4;83,6;92,2;100,0;104,7;108,7;
;;;;;;;;;;;;;;
;L556  ; 11.1 Catering services;78,5;81,7;84,0;86,7;90,7;93,6;96,2;98,5;100,0;102,2;105,0;
;L557  ; 11.1.1 Restaurants & cafes;77,9;81,2;83,6;86,3;90,4;93,3;95,9;98,3;100,0;102,3;105,3;
;L558  ; 11.1.2 Canteens;84,0;86,8;88,2;90,5;94,0;96,3;99,0;100,7;100,0;101,3;102,8;
;;;;;;;;;;;;;;
;L559  ; 11.2 Accommodation services;84,8;86,5;86,1;87,2;90,0;92,3;94,2;96,4;100,0;103,4;107,7;
;;;;;;;;;;;;;;
;L55A  ; 12.1 Personal care;90,4;92,4;94,5;96,9;99,7;100,7;100,9;100,6;100,0;99,4;99,4;
;L55B  ; 12.1.1 Hairdressing and personal grooming establishments;84,2;87,3;88,6;91,0;94,2;95,6;96,8;98,2;100,0;102,1;104,2;
;L55C  ; 12.1.2/3 Appliances and products for personal care;92,6;94,1;96,6;99,0;101,7;102,5;102,3;101,4;100,0;98,6;97,8;
;;;;;;;;;;;;;;
;L55D  ; 12.3 Personal effects (nec);78,6;81,6;84,7;87,8;92,6;97,7;100,2;100,3;100,0;99,8;102,9;
;L55E  ; 12.3.1 Jewellery, clocks and watches;71,9;75,9;80,0;85,2;91,5;98,3;100,8;100,6;100,0;101,2;105,9;
;L55F  ; 12.3.2 Other personal effects;95,5;96,6;97,1;95,4;95,3;96,8;99,4;99,9;100,0;98,1;99,1;
;;;;;;;;;;;;;;
;L55G  ; 12.4 Social protection;76,6;80,3;84,0;86,7;89,3;91,6;93,7;96,4;100,0;103,3;107,5;
;;;;;;;;;;;;;;
;L55H  ; 12.5 Insurance;65,4;66,7;71,4;84,2;94,6;96,7;96,4;98,7;100,0;107,9;114,8;
;L55I  ; 12.5.2 House contents insurance;103,5;103,6;106,6;111,6;112,4;110,0;103,5;103,0;100,0;100,7;102,6;
;L55J  ; 12.5.3 Health insurance;60,9;64,7;68,3;74,8;79,9;86,1;92,0;96,8;100,0;107,3;111,9;
;L55K  ; 12.5.4 Transport insurance;53,0;54,0;59,5;77,8;96,0;96,6;95,1;97,1;100,0;111,9;124,1;
;;;;;;;;;;;;;;
;L55L  ; 12.6 Financial services (nec);111,2;111,5;111,2;107,2;103,9;105,5;105,6;102,3;100,0;99,8;98,6;
;L55M  ; 12.6.2 Other financial services (nec);111,2;111,5;111,2;107,2;103,9;105,5;105,6;102,3;100,0;99,8;98,6;
;;;;;;;;;;;;;;
;L55N  ; 12.7 Other services (nec);82,1;86,2;86,4;89,7;93,3;95,4;98,2;98,6;100,0;100,3;98,8;
;;;;;;;;;;;;;;
;; Key:    - zero or negligible   ..  not available (nec) not elsewhere covered;;;;;;;;;;;;
;;;;;;;;;;;;;;
;1;For the release of January consumer price inflation data on 16 February 2016, CPIH and CPI indices have been re-referenced and published with 2015=100.;;;;;;;;;;;;
;;Full historic series for each of the re-referenced indices are now available for users to view or download.;;;;;;;;;;;;
;;Regular re-referencing of indices is methodological good practice as it avoids rounding issues that can arise from small index values. ;;;;;;;;;;;;
;;Please note that re-referencing does not impact on published inflation rates, although when using the indices to calculate inflation rates, ;;;;;;;;;;;;
;;it is important to use indices that are calculated in the same reference year. Re-referencing does not impact on RPI.;;;;;;;;;;;;
;;For more information, please contact cpi@ons.gsi.gov.uk.;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;Source: ;;;;;;;;;;;;
;;Office for National Statistics;;;;;;;;;;;;
;;Prices Division;;;;;;;;;;;;
;;2.001 Cardiff Road;;;;;;;;;;;;
;;Newport;;;;;;;;;;;;
;;South Wales;;;;;;;;;;;;
;;NP10 8XG;;;;;;;;;;;;
;;Tel: +44 (0) 1633 456900;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;http://www.ons.gov.uk;;;;;;;;;;;;
